entity_id,event_type,event,time,pathway,run_number,timestamp,resource_id,x,y,package_count,task_duration_mins
RoboPack-8,position_poll,position,251.0,,,,,315.0,300.0,,
RoboPack-8,queue,packing,251.39999999999998,,,,,315.0,300.0,,
RoboPack-2,queue,pickup_3,251.4999999999985,,,,,285.0,270.0,5.0,
RoboPack-1,position_poll,position,252.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,252.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,252.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,252.0,,,,,450.0,270.0,,
RoboPack-5,position_poll,position,252.0,,,,,70.0,300.0,,
RoboPack-6,position_poll,position,252.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,252.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,252.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,253.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,253.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,253.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,253.0,,,,,350.0,270.0,,
RoboPack-5,position_poll,position,253.0,,,,,70.0,400.0,,
RoboPack-6,position_poll,position,253.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,253.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,253.0,,,,,315.0,300.0,,
RoboPack-4,queue,pickup_4,253.2999999999989,,,,,315.0,270.0,2.0,
RoboPack-1,position_poll,position,254.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,254.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,254.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,254.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,254.0,,,,,70.0,500.0,,
RoboPack-6,position_poll,position,254.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,254.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,254.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,255.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,255.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,255.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,255.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,255.0,,,,,70.0,400.0,,
RoboPack-6,position_poll,position,255.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,255.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,255.0,,,,,315.0,300.0,,
RoboPack-1,queue,packing,255.49999999999906,,,,,270.0,270.0,,
RoboPack-1,position_poll,position,256.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,256.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,256.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,256.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,256.0,,,,,70.0,270.0,,
RoboPack-6,position_poll,position,256.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,256.0,,,,,370.0,300.0,,
RoboPack-8,position_poll,position,256.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,257.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,257.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,257.0,,,,,200.0,270.0,,
RoboPack-4,position_poll,position,257.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,257.0,,,,,170.0,270.0,,
RoboPack-6,position_poll,position,257.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,257.0,,,,,370.0,200.0,,
RoboPack-8,position_poll,position,257.0,,,,,315.0,300.0,,
RoboPack-5,queue,pickup_3,257.4000000000001,,,,,270.0,300.0,2.0,
RoboPack-1,position_poll,position,258.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,258.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,258.0,,,,,100.0,270.0,,
RoboPack-4,position_poll,position,258.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,258.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,258.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,258.0,,,,,370.0,100.0,,
RoboPack-8,position_poll,position,258.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,259.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,259.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,259.0,,,,,25.0,270.0,,
RoboPack-4,position_poll,position,259.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,259.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,259.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,259.0,,,,,370.0,200.0,,
RoboPack-8,position_poll,position,259.0,,,,,180.0,300.0,,
RoboPack-1,position_poll,position,260.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,260.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,260.0,,,,,25.0,370.0,,
RoboPack-4,position_poll,position,260.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,260.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,260.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,260.0,,,,,370.0,270.0,,
RoboPack-8,position_poll,position,260.0,,,,,180.0,200.0,,
RoboPack-7,queue,pickup_7,260.2,,,,,300.0,300.0,1.0,
RoboPack-6,queue,packing,260.8499999999992,,,,,285.0,300.0,,
RoboPack-1,position_poll,position,261.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,261.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,261.0,,,,,25.0,500.0,,
RoboPack-4,position_poll,position,261.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,261.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,261.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,261.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,261.0,,,,,180.0,100.0,,
RoboPack-1,position_poll,position,262.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,262.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,262.0,,,,,25.0,400.0,,
RoboPack-4,position_poll,position,262.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,262.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,262.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,262.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,262.0,,,,,180.0,200.0,,
RoboPack-1,position_poll,position,263.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,263.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,263.0,,,,,25.0,300.0,,
RoboPack-4,position_poll,position,263.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,263.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,263.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,263.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,263.0,,,,,180.0,270.0,,
RoboPack-8,queue,pickup_6,263.34999999999997,,,,,315.0,300.0,4.0,
RoboPack-1,position_poll,position,264.0,,,,,370.0,270.0,,
RoboPack-2,position_poll,position,264.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,264.0,,,,,25.0,270.0,,
RoboPack-4,position_poll,position,264.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,264.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,264.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,264.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,264.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,265.0,,,,,470.0,270.0,,
RoboPack-2,position_poll,position,265.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,265.0,,,,,124.99999999999999,270.0,,
RoboPack-4,position_poll,position,265.0,,,,,415.0,270.0,,
RoboPack-5,position_poll,position,265.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,265.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,265.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,265.0,,,,,315.0,300.0,,
RoboPack-3,queue,pickup_1,265.59999999999957,,,,,300.0,270.0,2.0,
RoboPack-1,position_poll,position,266.0,,,,,550.0,270.0,,
RoboPack-2,position_poll,position,266.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,266.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,266.0,,,,,515.0,270.0,,
RoboPack-5,position_poll,position,266.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,266.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,266.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,266.0,,,,,315.0,300.0,,
RoboPack-4,queue,maintenance,266.44999999999897,,,,,600.0,300.0,,2.0
RoboPack-1,position_poll,position,267.0,,,,,550.0,370.0,,
RoboPack-2,position_poll,position,267.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,267.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,267.0,,,,,600.0,300.0,,
RoboPack-5,position_poll,position,267.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,267.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,267.0,,,,,400.0,300.0,,
RoboPack-8,position_poll,position,267.0,,,,,315.0,300.0,,
RoboPack-5,queue,packing,267.4000000000001,,,,,270.0,300.0,,
RoboPack-1,position_poll,position,268.0,,,,,550.0,500.0,,
RoboPack-2,position_poll,position,268.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,268.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,268.0,,,,,600.0,300.0,,
RoboPack-5,position_poll,position,268.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,268.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,268.0,,,,,500.0,300.0,,
RoboPack-8,position_poll,position,268.0,,,,,315.0,300.0,,
RoboPack-7,queue,maintenance,268.2,,,,,600.0,300.0,,2.0
RoboPack-1,position_poll,position,269.0,,,,,550.0,400.0,,
RoboPack-2,position_poll,position,269.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,269.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,269.0,,,,,600.0,300.0,,
RoboPack-5,position_poll,position,269.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,269.0,,,,,180.0,300.0,,
RoboPack-7,position_poll,position,269.0,,,,,600.0,300.0,,
RoboPack-8,position_poll,position,269.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,270.0,,,,,550.0,270.0,,
RoboPack-2,position_poll,position,270.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,270.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,270.0,,,,,500.0,300.0,,
RoboPack-5,position_poll,position,270.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,270.0,,,,,180.0,400.0,,
RoboPack-7,position_poll,position,270.0,,,,,600.0,300.0,,
RoboPack-8,position_poll,position,270.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,271.0,,,,,450.0,270.0,,
RoboPack-2,position_poll,position,271.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,271.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,271.0,,,,,400.0,300.0,,
RoboPack-5,position_poll,position,271.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,271.0,,,,,180.0,500.0,,
RoboPack-7,position_poll,position,271.0,,,,,600.0,300.0,,
RoboPack-8,position_poll,position,271.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,272.0,,,,,350.0,270.0,,
RoboPack-2,position_poll,position,272.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,272.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,272.0,,,,,300.0,300.0,,
RoboPack-5,position_poll,position,272.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,272.0,,,,,180.0,400.0,,
RoboPack-7,position_poll,position,272.0,,,,,500.0,300.0,,
RoboPack-8,position_poll,position,272.0,,,,,315.0,300.0,,
RoboPack-1,queue,pickup_4,272.69999999999914,,,,,270.0,270.0,4.0,
RoboPack-1,position_poll,position,273.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,273.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,273.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,273.0,,,,,300.0,300.0,,
RoboPack-5,position_poll,position,273.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,273.0,,,,,180.0,300.0,,
RoboPack-7,position_poll,position,273.0,,,,,400.0,300.0,,
RoboPack-8,position_poll,position,273.0,,,,,315.0,300.0,,
RoboPack-7,queue,packing,273.8,,,,,300.0,300.0,,
RoboPack-1,position_poll,position,274.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,274.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,274.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,274.0,,,,,300.0,300.0,,
RoboPack-5,position_poll,position,274.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,274.0,,,,,180.0,270.0,,
RoboPack-7,position_poll,position,274.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,274.0,,,,,315.0,300.0,,
RoboPack-6,queue,pickup_2,274.0999999999992,,,,,285.0,300.0,3.0,
RoboPack-1,position_poll,position,275.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,275.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,275.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,275.0,,,,,270.0,300.0,,
RoboPack-5,position_poll,position,275.0,,,,,370.0,300.0,,
RoboPack-6,position_poll,position,275.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,275.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,275.0,,,,,315.0,300.0,,
RoboPack-4,queue,packing,275.04999999999967,,,,,315.0,270.0,,
RoboPack-1,position_poll,position,276.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,276.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,276.0,,,,,300.0,270.0,,
RoboPack-4,position_poll,position,276.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,276.0,,,,,370.0,200.0,,
RoboPack-6,position_poll,position,276.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,276.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,276.0,,,,,315.0,300.0,,
RoboPack-2,queue,packing,276.4999999999985,,,,,285.0,270.0,,
RoboPack-1,position_poll,position,277.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,277.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,277.0,,,,,400.0,270.0,,
RoboPack-4,position_poll,position,277.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,277.0,,,,,370.0,100.0,,
RoboPack-6,position_poll,position,277.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,277.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,277.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,278.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,278.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,278.0,,,,,500.0,270.0,,
RoboPack-4,position_poll,position,278.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,278.0,,,,,370.0,200.0,,
RoboPack-6,position_poll,position,278.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,278.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,278.0,,,,,315.0,300.0,,
RoboPack-3,queue,maintenance,278.8999999999996,,,,,600.0,300.0,,3.0
RoboPack-1,position_poll,position,279.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,279.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,279.0,,,,,600.0,300.0,,
RoboPack-4,position_poll,position,279.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,279.0,,,,,370.0,270.0,,
RoboPack-6,position_poll,position,279.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,279.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,279.0,,,,,315.0,300.0,,
RoboPack-5,queue,pickup_7,279.1000000000001,,,,,270.0,300.0,5.0,
RoboPack-1,position_poll,position,280.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,280.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,280.0,,,,,600.0,300.0,,
RoboPack-4,position_poll,position,280.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,280.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,280.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,280.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,280.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,281.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,281.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,281.0,,,,,600.0,300.0,,
RoboPack-4,position_poll,position,281.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,281.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,281.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,281.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,281.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,282.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,282.0,,,,,180.0,270.0,,
RoboPack-3,position_poll,position,282.0,,,,,600.0,300.0,,
RoboPack-4,position_poll,position,282.0,,,,,370.0,270.0,,
RoboPack-5,position_poll,position,282.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,282.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,282.0,,,,,400.0,300.0,,
RoboPack-8,position_poll,position,282.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,283.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,283.0,,,,,180.0,170.0,,
RoboPack-3,position_poll,position,283.0,,,,,500.0,300.0,,
RoboPack-4,position_poll,position,283.0,,,,,370.0,170.0,,
RoboPack-5,position_poll,position,283.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,283.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,283.0,,,,,500.0,300.0,,
RoboPack-8,position_poll,position,283.0,,,,,315.0,300.0,,
RoboPack-8,queue,packing,283.34999999999997,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,284.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,284.0,,,,,180.0,100.0,,
RoboPack-3,position_poll,position,284.0,,,,,400.0,300.0,,
RoboPack-4,position_poll,position,284.0,,,,,370.0,100.0,,
RoboPack-5,position_poll,position,284.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,284.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,284.0,,,,,550.0,300.0,,
RoboPack-8,position_poll,position,284.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,285.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,285.0,,,,,180.0,270.0,,
RoboPack-3,position_poll,position,285.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,285.0,,,,,370.0,270.0,,
RoboPack-5,position_poll,position,285.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,285.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,285.0,,,,,550.0,200.0,,
RoboPack-8,position_poll,position,285.0,,,,,315.0,300.0,,
RoboPack-2,queue,pickup_6,285.8499999999985,,,,,285.0,270.0,3.0,
RoboPack-4,queue,pickup_7,285.99999999999966,,,,,315.0,270.0,5.0,
RoboPack-1,position_poll,position,286.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,286.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,286.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,286.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,286.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,286.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,286.0,,,,,550.0,100.0,,
RoboPack-8,position_poll,position,286.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,287.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,287.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,287.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,287.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,287.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,287.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,287.0,,,,,550.0,200.0,,
RoboPack-8,position_poll,position,287.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,288.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,288.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,288.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,288.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,288.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,288.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,288.0,,,,,550.0,270.0,,
RoboPack-8,position_poll,position,288.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,289.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,289.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,289.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,289.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,289.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,289.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,289.0,,,,,450.0,270.0,,
RoboPack-8,position_poll,position,289.0,,,,,315.0,300.0,,
RoboPack-6,queue,packing,289.0999999999992,,,,,285.0,300.0,,
RoboPack-7,queue,pickup_8,289.8,,,,,300.0,300.0,3.0,
RoboPack-1,position_poll,position,290.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,290.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,290.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,290.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,290.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,290.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,290.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,290.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,291.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,291.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,291.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,291.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,291.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,291.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,291.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,291.0,,,,,215.0,300.0,,
RoboPack-1,position_poll,position,292.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,292.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,292.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,292.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,292.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,292.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,292.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,292.0,,,,,70.0,300.0,,
RoboPack-1,queue,packing,292.69999999999914,,,,,270.0,270.0,,
RoboPack-1,position_poll,position,293.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,293.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,293.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,293.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,293.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,293.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,293.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,293.0,,,,,70.0,400.0,,
RoboPack-1,position_poll,position,294.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,294.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,294.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,294.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,294.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,294.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,294.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,294.0,,,,,70.0,500.0,,
RoboPack-1,position_poll,position,295.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,295.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,295.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,295.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,295.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,295.0,,,,,285.0,300.0,,
RoboPack-7,position_poll,position,295.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,295.0,,,,,70.0,400.0,,
RoboPack-1,position_poll,position,296.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,296.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,296.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,296.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,296.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,296.0,,,,,185.0,300.0,,
RoboPack-7,position_poll,position,296.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,296.0,,,,,70.0,300.0,,
RoboPack-1,position_poll,position,297.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,297.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,297.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,297.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,297.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,297.0,,,,,70.00000000000001,300.0,,
RoboPack-7,position_poll,position,297.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,297.0,,,,,70.0,270.0,,
RoboPack-1,position_poll,position,298.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,298.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,298.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,298.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,298.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,298.0,,,,,70.00000000000001,400.0,,
RoboPack-7,position_poll,position,298.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,298.0,,,,,170.0,270.0,,
RoboPack-8,queue,pickup_3,298.09999999999997,,,,,315.0,300.0,2.0,
RoboPack-1,position_poll,position,299.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,299.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,299.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,299.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,299.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,299.0,,,,,70.00000000000001,500.0,,
RoboPack-7,position_poll,position,299.0,,,,,300.0,300.0,,
RoboPack-8,position_poll,position,299.0,,,,,315.0,300.0,,
RoboPack-1,position_poll,position,300.0,,,,,270.0,270.0,,
RoboPack-2,position_poll,position,300.0,,,,,285.0,270.0,,
RoboPack-3,position_poll,position,300.0,,,,,300.0,300.0,,
RoboPack-4,position_poll,position,300.0,,,,,315.0,270.0,,
RoboPack-5,position_poll,position,300.0,,,,,270.0,300.0,,
RoboPack-6,position_poll,position,300.0,,,,,70.00000000000001,400.0,,
