entity_id,event_type,event,time,pathway,run_number,timestamp,resource_id
Call 13,arrival_departure,arrival,17810.0,,,,
Call 13,queue,calling_truck,17810.0,,,,
Car 72,resource_use_end,pumping_ends,17821.5,,,,2.0
Car 72,arrival_departure,depart,17821.5,,,,
Car 74,resource_use,pumping_begins,17821.5,,,,2.0
Car 73,resource_use_end,pumping_ends,17825.5,,,,1.0
Car 73,arrival_departure,depart,17825.5,,,,
Car 75,resource_use,pumping_begins,17825.5,,,,1.0
Car 74,resource_use_end,pumping_ends,17834.5,,,,2.0
Car 74,arrival_departure,depart,17834.5,,,,
Car 76,resource_use,pumping_begins,17834.5,,,,2.0
Car 109,arrival_departure,arrival,17956.0,,,,
Car 109,queue,pump_queue_wait_begins,17956.0,,,,
Call 13,arrival_departure,depart,18110.0,,,,
Truck 13,arrival_departure,arrival,18110.0,,,,
Truck 13,queue,refueling,18110.0,,,,
Car 110,arrival_departure,arrival,18196.0,,,,
Car 110,queue,pump_queue_wait_begins,18196.0,,,,
Car 111,arrival_departure,arrival,18253.0,,,,
Car 111,queue,pump_queue_wait_begins,18253.0,,,,
Car 112,arrival_departure,arrival,18333.0,,,,
Car 112,queue,pump_queue_wait_begins,18333.0,,,,
Car 113,arrival_departure,arrival,18569.0,,,,
Car 113,queue,pump_queue_wait_begins,18569.0,,,,
Car 114,arrival_departure,arrival,18654.0,,,,
Car 114,queue,pump_queue_wait_begins,18654.0,,,,
Car 115,arrival_departure,arrival,18782.0,,,,
Car 115,queue,pump_queue_wait_begins,18782.0,,,,
Car 116,arrival_departure,arrival,19041.0,,,,
Car 116,queue,pump_queue_wait_begins,19041.0,,,,
Truck 13,arrival_departure,depart,19110.0,,,,
Car 75,resource_use_end,pumping_ends,19125.0,,,,1.0
Car 75,arrival_departure,depart,19125.0,,,,
Car 77,resource_use,pumping_begins,19125.0,,,,1.0
Car 76,resource_use_end,pumping_ends,19131.0,,,,2.0
Car 76,arrival_departure,depart,19131.0,,,,
Car 78,resource_use,pumping_begins,19131.0,,,,2.0
Call 14,arrival_departure,arrival,19140.0,,,,
Call 14,queue,calling_truck,19140.0,,,,
Car 77,resource_use_end,pumping_ends,19143.0,,,,1.0
Car 77,arrival_departure,depart,19143.0,,,,
Car 79,resource_use,pumping_begins,19143.0,,,,1.0
Car 78,resource_use_end,pumping_ends,19153.0,,,,2.0
Car 78,arrival_departure,depart,19153.0,,,,
Car 80,resource_use,pumping_begins,19153.0,,,,2.0
Car 79,resource_use_end,pumping_ends,19156.5,,,,1.0
Car 79,arrival_departure,depart,19156.5,,,,
Car 81,resource_use,pumping_begins,19156.5,,,,1.0
Car 117,arrival_departure,arrival,19287.0,,,,
Car 117,queue,pump_queue_wait_begins,19287.0,,,,
Call 14,arrival_departure,depart,19440.0,,,,
Truck 14,arrival_departure,arrival,19440.0,,,,
Truck 14,queue,refueling,19440.0,,,,
Car 118,arrival_departure,arrival,19459.0,,,,
Car 118,queue,pump_queue_wait_begins,19459.0,,,,
Car 119,arrival_departure,arrival,19616.0,,,,
Car 119,queue,pump_queue_wait_begins,19616.0,,,,
Car 120,arrival_departure,arrival,19872.0,,,,
Car 120,queue,pump_queue_wait_begins,19872.0,,,,
Car 121,arrival_departure,arrival,19952.0,,,,
Car 121,queue,pump_queue_wait_begins,19952.0,,,,
Car 122,arrival_departure,arrival,19989.0,,,,
Car 122,queue,pump_queue_wait_begins,19989.0,,,,
Car 123,arrival_departure,arrival,20140.0,,,,
Car 123,queue,pump_queue_wait_begins,20140.0,,,,
Car 124,arrival_departure,arrival,20378.0,,,,
Car 124,queue,pump_queue_wait_begins,20378.0,,,,
Truck 14,arrival_departure,depart,20440.0,,,,
Car 80,resource_use_end,pumping_ends,20461.5,,,,2.0
Car 80,arrival_departure,depart,20461.5,,,,
Car 81,resource_use_end,pumping_ends,20461.5,,,,1.0
Car 81,arrival_departure,depart,20461.5,,,,
Car 82,resource_use,pumping_begins,20461.5,,,,2.0
Car 83,resource_use,pumping_begins,20461.5,,,,1.0
Call 15,arrival_departure,arrival,20470.0,,,,
Call 15,queue,calling_truck,20470.0,,,,
Car 83,resource_use_end,pumping_ends,20475.5,,,,1.0
Car 83,arrival_departure,depart,20475.5,,,,
Car 84,resource_use,pumping_begins,20475.5,,,,1.0
Car 82,resource_use_end,pumping_ends,20482.0,,,,2.0
Car 82,arrival_departure,depart,20482.0,,,,
Car 85,resource_use,pumping_begins,20482.0,,,,2.0
Car 84,resource_use_end,pumping_ends,20494.0,,,,1.0
Car 84,arrival_departure,depart,20494.0,,,,
Car 86,resource_use,pumping_begins,20494.0,,,,1.0
Car 125,arrival_departure,arrival,20654.0,,,,
Car 125,queue,pump_queue_wait_begins,20654.0,,,,
Call 15,arrival_departure,depart,20770.0,,,,
Truck 15,arrival_departure,arrival,20770.0,,,,
Truck 15,queue,refueling,20770.0,,,,
Car 126,arrival_departure,arrival,20889.0,,,,
Car 126,queue,pump_queue_wait_begins,20889.0,,,,
Car 127,arrival_departure,arrival,21003.0,,,,
Car 127,queue,pump_queue_wait_begins,21003.0,,,,
Car 128,arrival_departure,arrival,21034.0,,,,
Car 128,queue,pump_queue_wait_begins,21034.0,,,,
Car 129,arrival_departure,arrival,21199.0,,,,
Car 129,queue,pump_queue_wait_begins,21199.0,,,,
Car 130,arrival_departure,arrival,21375.0,,,,
Car 130,queue,pump_queue_wait_begins,21375.0,,,,
Car 131,arrival_departure,arrival,21654.0,,,,
Car 131,queue,pump_queue_wait_begins,21654.0,,,,
Truck 15,arrival_departure,depart,21770.0,,,,
Car 132,arrival_departure,arrival,21781.0,,,,
Car 132,queue,pump_queue_wait_begins,21781.0,,,,
Car 85,resource_use_end,pumping_ends,21783.0,,,,2.0
Car 85,arrival_departure,depart,21783.0,,,,
Car 87,resource_use,pumping_begins,21783.0,,,,2.0
Car 86,resource_use_end,pumping_ends,21789.5,,,,1.0
Car 86,arrival_departure,depart,21789.5,,,,
Car 88,resource_use,pumping_begins,21789.5,,,,1.0
Car 87,resource_use_end,pumping_ends,21801.0,,,,2.0
Car 87,arrival_departure,depart,21801.0,,,,
Car 89,resource_use,pumping_begins,21801.0,,,,2.0
Car 88,resource_use_end,pumping_ends,21802.0,,,,1.0
Car 88,arrival_departure,depart,21802.0,,,,
Car 90,resource_use,pumping_begins,21802.0,,,,1.0
Call 16,arrival_departure,arrival,21810.0,,,,
Call 16,queue,calling_truck,21810.0,,,,
Car 89,resource_use_end,pumping_ends,21816.5,,,,2.0
Car 89,arrival_departure,depart,21816.5,,,,
Car 91,resource_use,pumping_begins,21816.5,,,,2.0
Car 90,resource_use_end,pumping_ends,21817.5,,,,1.0
Car 90,arrival_departure,depart,21817.5,,,,
Car 92,resource_use,pumping_begins,21817.5,,,,1.0
Car 133,arrival_departure,arrival,21922.0,,,,
Car 133,queue,pump_queue_wait_begins,21922.0,,,,
Car 134,arrival_departure,arrival,21983.0,,,,
Car 134,queue,pump_queue_wait_begins,21983.0,,,,
Car 135,arrival_departure,arrival,22042.0,,,,
Car 135,queue,pump_queue_wait_begins,22042.0,,,,
Call 16,arrival_departure,depart,22110.0,,,,
Truck 16,arrival_departure,arrival,22110.0,,,,
Truck 16,queue,refueling,22110.0,,,,
Car 136,arrival_departure,arrival,22316.0,,,,
Car 136,queue,pump_queue_wait_begins,22316.0,,,,
Car 137,arrival_departure,arrival,22426.0,,,,
Car 137,queue,pump_queue_wait_begins,22426.0,,,,
Car 138,arrival_departure,arrival,22716.0,,,,
Car 138,queue,pump_queue_wait_begins,22716.0,,,,
Car 139,arrival_departure,arrival,22841.0,,,,
Car 139,queue,pump_queue_wait_begins,22841.0,,,,
Car 140,arrival_departure,arrival,22905.0,,,,
Car 140,queue,pump_queue_wait_begins,22905.0,,,,
Truck 16,arrival_departure,depart,23110.0,,,,
Car 91,resource_use_end,pumping_ends,23129.0,,,,2.0
Car 91,arrival_departure,depart,23129.0,,,,
Car 93,resource_use,pumping_begins,23129.0,,,,2.0
Car 92,resource_use_end,pumping_ends,23131.5,,,,1.0
Car 92,arrival_departure,depart,23131.5,,,,
Car 94,resource_use,pumping_begins,23131.5,,,,1.0
Call 17,arrival_departure,arrival,23140.0,,,,
Call 17,queue,calling_truck,23140.0,,,,
Car 141,arrival_departure,arrival,23141.0,,,,
Car 141,queue,pump_queue_wait_begins,23141.0,,,,
Car 94,resource_use_end,pumping_ends,23145.0,,,,1.0
Car 94,arrival_departure,depart,23145.0,,,,
Car 95,resource_use,pumping_begins,23145.0,,,,1.0
Car 93,resource_use_end,pumping_ends,23151.5,,,,2.0
Car 93,arrival_departure,depart,23151.5,,,,
Car 96,resource_use,pumping_begins,23151.5,,,,2.0
Car 95,resource_use_end,pumping_ends,23167.5,,,,1.0
Car 95,arrival_departure,depart,23167.5,,,,
Car 97,resource_use,pumping_begins,23167.5,,,,1.0
Car 142,arrival_departure,arrival,23297.0,,,,
Car 142,queue,pump_queue_wait_begins,23297.0,,,,
Car 143,arrival_departure,arrival,23347.0,,,,
Car 143,queue,pump_queue_wait_begins,23347.0,,,,
Car 144,arrival_departure,arrival,23418.0,,,,
Car 144,queue,pump_queue_wait_begins,23418.0,,,,
Call 17,arrival_departure,depart,23440.0,,,,
Truck 17,arrival_departure,arrival,23440.0,,,,
Truck 17,queue,refueling,23440.0,,,,
Car 145,arrival_departure,arrival,23715.0,,,,
Car 145,queue,pump_queue_wait_begins,23715.0,,,,
Car 146,arrival_departure,arrival,23878.0,,,,
Car 146,queue,pump_queue_wait_begins,23878.0,,,,
Car 147,arrival_departure,arrival,24068.0,,,,
Car 147,queue,pump_queue_wait_begins,24068.0,,,,
Car 148,arrival_departure,arrival,24233.0,,,,
Car 148,queue,pump_queue_wait_begins,24233.0,,,,
Car 149,arrival_departure,arrival,24330.0,,,,
Car 149,queue,pump_queue_wait_begins,24330.0,,,,
Truck 17,arrival_departure,depart,24440.0,,,,
Car 96,resource_use_end,pumping_ends,24452.5,,,,2.0
Car 96,arrival_departure,depart,24452.5,,,,
Car 98,resource_use,pumping_begins,24452.5,,,,2.0
Car 97,resource_use_end,pumping_ends,24459.0,,,,1.0
Car 97,arrival_departure,depart,24459.0,,,,
Car 99,resource_use,pumping_begins,24459.0,,,,1.0
Car 98,resource_use_end,pumping_ends,24474.5,,,,2.0
Car 98,arrival_departure,depart,24474.5,,,,
Car 100,resource_use,pumping_begins,24474.5,,,,2.0
Call 18,arrival_departure,arrival,24480.0,,,,
Call 18,queue,calling_truck,24480.0,,,,
Car 99,resource_use_end,pumping_ends,24480.5,,,,1.0
Car 99,arrival_departure,depart,24480.5,,,,
Car 101,resource_use,pumping_begins,24480.5,,,,1.0
Car 100,resource_use_end,pumping_ends,24493.5,,,,2.0
Car 100,arrival_departure,depart,24493.5,,,,
Car 102,resource_use,pumping_begins,24493.5,,,,2.0
Car 150,arrival_departure,arrival,24513.0,,,,
Car 150,queue,pump_queue_wait_begins,24513.0,,,,
Car 151,arrival_departure,arrival,24704.0,,,,
Car 151,queue,pump_queue_wait_begins,24704.0,,,,
Car 152,arrival_departure,arrival,24738.0,,,,
Car 152,queue,pump_queue_wait_begins,24738.0,,,,
Call 18,arrival_departure,depart,24780.0,,,,
Truck 18,arrival_departure,arrival,24780.0,,,,
Truck 18,queue,refueling,24780.0,,,,
Car 153,arrival_departure,arrival,24819.0,,,,
Car 153,queue,pump_queue_wait_begins,24819.0,,,,
Car 154,arrival_departure,arrival,24958.0,,,,
Car 154,queue,pump_queue_wait_begins,24958.0,,,,
Car 155,arrival_departure,arrival,25123.0,,,,
Car 155,queue,pump_queue_wait_begins,25123.0,,,,
Car 156,arrival_departure,arrival,25331.0,,,,
Car 156,queue,pump_queue_wait_begins,25331.0,,,,
Car 157,arrival_departure,arrival,25486.0,,,,
Car 157,queue,pump_queue_wait_begins,25486.0,,,,
Car 158,arrival_departure,arrival,25661.0,,,,
Car 158,queue,pump_queue_wait_begins,25661.0,,,,
Truck 18,arrival_departure,depart,25780.0,,,,
Car 102,resource_use_end,pumping_ends,25794.0,,,,2.0
Car 102,arrival_departure,depart,25794.0,,,,
Car 103,resource_use,pumping_begins,25794.0,,,,2.0
Car 101,resource_use_end,pumping_ends,25795.0,,,,1.0
Car 101,arrival_departure,depart,25795.0,,,,
Car 104,resource_use,pumping_begins,25795.0,,,,1.0
Car 103,resource_use_end,pumping_ends,25807.5,,,,2.0
Car 103,arrival_departure,depart,25807.5,,,,
Car 105,resource_use,pumping_begins,25807.5,,,,2.0
Call 19,arrival_departure,arrival,25810.0,,,,
Call 19,queue,calling_truck,25810.0,,,,
Car 104,resource_use_end,pumping_ends,25814.0,,,,1.0
Car 104,arrival_departure,depart,25814.0,,,,
Car 106,resource_use,pumping_begins,25814.0,,,,1.0
Car 105,resource_use_end,pumping_ends,25823.5,,,,2.0
Car 105,arrival_departure,depart,25823.5,,,,
Car 107,resource_use,pumping_begins,25823.5,,,,2.0
Car 106,resource_use_end,pumping_ends,25835.0,,,,1.0
Car 106,arrival_departure,depart,25835.0,,,,
Car 108,resource_use,pumping_begins,25835.0,,,,1.0
Car 159,arrival_departure,arrival,25915.0,,,,
Car 159,queue,pump_queue_wait_begins,25915.0,,,,
Car 160,arrival_departure,arrival,26099.0,,,,
Car 160,queue,pump_queue_wait_begins,26099.0,,,,
Call 19,arrival_departure,depart,26110.0,,,,
Truck 19,arrival_departure,arrival,26110.0,,,,
Truck 19,queue,refueling,26110.0,,,,
Car 161,arrival_departure,arrival,26399.0,,,,
Car 161,queue,pump_queue_wait_begins,26399.0,,,,
Car 162,arrival_departure,arrival,26582.0,,,,
Car 162,queue,pump_queue_wait_begins,26582.0,,,,
Car 163,arrival_departure,arrival,26680.0,,,,
Car 163,queue,pump_queue_wait_begins,26680.0,,,,
Car 164,arrival_departure,arrival,26769.0,,,,
Car 164,queue,pump_queue_wait_begins,26769.0,,,,
Car 165,arrival_departure,arrival,26878.0,,,,
Car 165,queue,pump_queue_wait_begins,26878.0,,,,
Car 166,arrival_departure,arrival,27052.0,,,,
Car 166,queue,pump_queue_wait_begins,27052.0,,,,
Truck 19,arrival_departure,depart,27110.0,,,,
Car 107,resource_use_end,pumping_ends,27126.0,,,,2.0
Car 107,arrival_departure,depart,27126.0,,,,
Car 108,resource_use_end,pumping_ends,27126.0,,,,1.0
Car 108,arrival_departure,depart,27126.0,,,,
Car 109,resource_use,pumping_begins,27126.0,,,,2.0
Car 110,resource_use,pumping_begins,27126.0,,,,1.0
Car 110,resource_use_end,pumping_ends,27138.5,,,,1.0
Car 110,arrival_departure,depart,27138.5,,,,
Car 111,resource_use,pumping_begins,27138.5,,,,1.0
Call 20,arrival_departure,arrival,27140.0,,,,
Call 20,queue,calling_truck,27140.0,,,,
Car 109,resource_use_end,pumping_ends,27141.5,,,,2.0
Car 109,arrival_departure,depart,27141.5,,,,
Car 112,resource_use,pumping_begins,27141.5,,,,2.0
Car 112,resource_use_end,pumping_ends,27159.0,,,,2.0
Car 112,arrival_departure,depart,27159.0,,,,
Car 113,resource_use,pumping_begins,27159.0,,,,2.0
Car 111,resource_use_end,pumping_ends,27160.5,,,,1.0
Car 111,arrival_departure,depart,27160.5,,,,
Car 114,resource_use,pumping_begins,27160.5,,,,1.0
Car 167,arrival_departure,arrival,27189.0,,,,
Car 167,queue,pump_queue_wait_begins,27189.0,,,,
Car 168,arrival_departure,arrival,27323.0,,,,
Car 168,queue,pump_queue_wait_begins,27323.0,,,,
Call 20,arrival_departure,depart,27440.0,,,,
Truck 20,arrival_departure,arrival,27440.0,,,,
Truck 20,queue,refueling,27440.0,,,,
Car 169,arrival_departure,arrival,27488.0,,,,
Car 169,queue,pump_queue_wait_begins,27488.0,,,,
Car 170,arrival_departure,arrival,27768.0,,,,
Car 170,queue,pump_queue_wait_begins,27768.0,,,,
Car 171,arrival_departure,arrival,27824.0,,,,
Car 171,queue,pump_queue_wait_begins,27824.0,,,,
Car 172,arrival_departure,arrival,28070.0,,,,
Car 172,queue,pump_queue_wait_begins,28070.0,,,,
Car 173,arrival_departure,arrival,28122.0,,,,
Car 173,queue,pump_queue_wait_begins,28122.0,,,,
Car 174,arrival_departure,arrival,28322.0,,,,
Car 174,queue,pump_queue_wait_begins,28322.0,,,,
Truck 20,arrival_departure,depart,28440.0,,,,
Car 113,resource_use_end,pumping_ends,28459.0,,,,2.0
Car 113,arrival_departure,depart,28459.0,,,,
Car 115,resource_use,pumping_begins,28459.0,,,,2.0
Car 114,resource_use_end,pumping_ends,28459.5,,,,1.0
Car 114,arrival_departure,depart,28459.5,,,,
Car 116,resource_use,pumping_begins,28459.5,,,,1.0
Call 21,arrival_departure,arrival,28460.0,,,,
Call 21,queue,calling_truck,28460.0,,,,
Car 115,resource_use_end,pumping_ends,28479.5,,,,2.0
Car 115,arrival_departure,depart,28479.5,,,,
Car 116,resource_use_end,pumping_ends,28479.5,,,,1.0
Car 116,arrival_departure,depart,28479.5,,,,
Car 117,resource_use,pumping_begins,28479.5,,,,2.0
Car 118,resource_use,pumping_begins,28479.5,,,,1.0
Car 175,arrival_departure,arrival,28486.0,,,,
Car 175,queue,pump_queue_wait_begins,28486.0,,,,
Car 117,resource_use_end,pumping_ends,28495.0,,,,2.0
Car 117,arrival_departure,depart,28495.0,,,,
Car 119,resource_use,pumping_begins,28495.0,,,,2.0
Car 176,arrival_departure,arrival,28742.0,,,,
Car 176,queue,pump_queue_wait_begins,28742.0,,,,
Call 21,arrival_departure,depart,28760.0,,,,
Truck 21,arrival_departure,arrival,28760.0,,,,
Truck 21,queue,refueling,28760.0,,,,
Car 177,arrival_departure,arrival,28990.0,,,,
Car 177,queue,pump_queue_wait_begins,28990.0,,,,
Car 178,arrival_departure,arrival,29024.0,,,,
Car 178,queue,pump_queue_wait_begins,29024.0,,,,
Car 179,arrival_departure,arrival,29092.0,,,,
Car 179,queue,pump_queue_wait_begins,29092.0,,,,
Car 180,arrival_departure,arrival,29140.0,,,,
Car 180,queue,pump_queue_wait_begins,29140.0,,,,
Car 181,arrival_departure,arrival,29245.0,,,,
Car 181,queue,pump_queue_wait_begins,29245.0,,,,
Car 182,arrival_departure,arrival,29340.0,,,,
Car 182,queue,pump_queue_wait_begins,29340.0,,,,
Car 183,arrival_departure,arrival,29527.0,,,,
Car 183,queue,pump_queue_wait_begins,29527.0,,,,
Car 184,arrival_departure,arrival,29577.0,,,,
Car 184,queue,pump_queue_wait_begins,29577.0,,,,
Car 185,arrival_departure,arrival,29714.0,,,,
Car 185,queue,pump_queue_wait_begins,29714.0,,,,
Truck 21,arrival_departure,depart,29760.0,,,,
Car 119,resource_use_end,pumping_ends,29774.0,,,,2.0
Car 119,arrival_departure,depart,29774.0,,,,
Car 120,resource_use,pumping_begins,29774.0,,,,2.0
Car 118,resource_use_end,pumping_ends,29781.5,,,,1.0
Car 118,arrival_departure,depart,29781.5,,,,
Car 121,resource_use,pumping_begins,29781.5,,,,1.0
Call 22,arrival_departure,arrival,29790.0,,,,
Call 22,queue,calling_truck,29790.0,,,,
Car 186,arrival_departure,arrival,29796.0,,,,
Car 186,queue,pump_queue_wait_begins,29796.0,,,,
Car 120,resource_use_end,pumping_ends,29796.0,,,,2.0
Car 120,arrival_departure,depart,29796.0,,,,
Car 122,resource_use,pumping_begins,29796.0,,,,2.0
Car 121,resource_use_end,pumping_ends,29803.0,,,,1.0
Car 121,arrival_departure,depart,29803.0,,,,
Car 123,resource_use,pumping_begins,29803.0,,,,1.0
Car 122,resource_use_end,pumping_ends,29816.0,,,,2.0
Car 122,arrival_departure,depart,29816.0,,,,
Car 124,resource_use,pumping_begins,29816.0,,,,2.0
Car 187,arrival_departure,arrival,30034.0,,,,
Car 187,queue,pump_queue_wait_begins,30034.0,,,,
Call 22,arrival_departure,depart,30090.0,,,,
Truck 22,arrival_departure,arrival,30090.0,,,,
Truck 22,queue,refueling,30090.0,,,,
Car 188,arrival_departure,arrival,30143.0,,,,
Car 188,queue,pump_queue_wait_begins,30143.0,,,,
Car 189,arrival_departure,arrival,30256.0,,,,
Car 189,queue,pump_queue_wait_begins,30256.0,,,,
Car 190,arrival_departure,arrival,30497.0,,,,
Car 190,queue,pump_queue_wait_begins,30497.0,,,,
Car 191,arrival_departure,arrival,30618.0,,,,
Car 191,queue,pump_queue_wait_begins,30618.0,,,,
Car 192,arrival_departure,arrival,30858.0,,,,
Car 192,queue,pump_queue_wait_begins,30858.0,,,,
Car 193,arrival_departure,arrival,31024.0,,,,
Car 193,queue,pump_queue_wait_begins,31024.0,,,,
Truck 22,arrival_departure,depart,31090.0,,,,
Car 123,resource_use_end,pumping_ends,31105.0,,,,1.0
Car 123,arrival_departure,depart,31105.0,,,,
Car 125,resource_use,pumping_begins,31105.0,,,,1.0
Car 194,arrival_departure,arrival,31109.0,,,,
Car 194,queue,pump_queue_wait_begins,31109.0,,,,
Car 124,resource_use_end,pumping_ends,31109.5,,,,2.0
Car 124,arrival_departure,depart,31109.5,,,,
Car 126,resource_use,pumping_begins,31109.5,,,,2.0
Car 126,resource_use_end,pumping_ends,31126.0,,,,2.0
Car 126,arrival_departure,depart,31126.0,,,,
Car 127,resource_use,pumping_begins,31126.0,,,,2.0
Car 125,resource_use_end,pumping_ends,31127.0,,,,1.0
Car 125,arrival_departure,depart,31127.0,,,,
Car 128,resource_use,pumping_begins,31127.0,,,,1.0
Call 23,arrival_departure,arrival,31130.0,,,,
Call 23,queue,calling_truck,31130.0,,,,
Car 127,resource_use_end,pumping_ends,31142.5,,,,2.0
Car 127,arrival_departure,depart,31142.5,,,,
Car 129,resource_use,pumping_begins,31142.5,,,,2.0
Car 195,arrival_departure,arrival,31158.0,,,,
Car 195,queue,pump_queue_wait_begins,31158.0,,,,
Car 196,arrival_departure,arrival,31301.0,,,,
Car 196,queue,pump_queue_wait_begins,31301.0,,,,
Call 23,arrival_departure,depart,31430.0,,,,
Truck 23,arrival_departure,arrival,31430.0,,,,
Truck 23,queue,refueling,31430.0,,,,
Car 197,arrival_departure,arrival,31566.0,,,,
Car 197,queue,pump_queue_wait_begins,31566.0,,,,
Car 198,arrival_departure,arrival,31752.0,,,,
Car 198,queue,pump_queue_wait_begins,31752.0,,,,
Car 199,arrival_departure,arrival,31896.0,,,,
Car 199,queue,pump_queue_wait_begins,31896.0,,,,
Car 200,arrival_departure,arrival,32024.0,,,,
Car 200,queue,pump_queue_wait_begins,32024.0,,,,
Car 201,arrival_departure,arrival,32222.0,,,,
Car 201,queue,pump_queue_wait_begins,32222.0,,,,
Car 202,arrival_departure,arrival,32287.0,,,,
Car 202,queue,pump_queue_wait_begins,32287.0,,,,
Truck 23,arrival_departure,depart,32430.0,,,,
Car 128,resource_use_end,pumping_ends,32445.5,,,,1.0
Car 128,arrival_departure,depart,32445.5,,,,
Car 130,resource_use,pumping_begins,32445.5,,,,1.0
Car 129,resource_use_end,pumping_ends,32446.0,,,,2.0
Car 129,arrival_departure,depart,32446.0,,,,
Car 131,resource_use,pumping_begins,32446.0,,,,2.0
Car 131,resource_use_end,pumping_ends,32464.0,,,,2.0
Car 131,arrival_departure,depart,32464.0,,,,
Car 132,resource_use,pumping_begins,32464.0,,,,2.0
Car 130,resource_use_end,pumping_ends,32466.0,,,,1.0
Car 130,arrival_departure,depart,32466.0,,,,
Car 133,resource_use,pumping_begins,32466.0,,,,1.0
Call 24,arrival_departure,arrival,32470.0,,,,
Call 24,queue,calling_truck,32470.0,,,,
Car 132,resource_use_end,pumping_ends,32486.0,,,,2.0
Car 132,arrival_departure,depart,32486.0,,,,
Car 134,resource_use,pumping_begins,32486.0,,,,2.0
Car 203,arrival_departure,arrival,32496.0,,,,
Car 203,queue,pump_queue_wait_begins,32496.0,,,,
Call 24,arrival_departure,depart,32770.0,,,,
Truck 24,arrival_departure,arrival,32770.0,,,,
Truck 24,queue,refueling,32770.0,,,,
Car 204,arrival_departure,arrival,32786.0,,,,
Car 204,queue,pump_queue_wait_begins,32786.0,,,,
Car 205,arrival_departure,arrival,32985.0,,,,
Car 205,queue,pump_queue_wait_begins,32985.0,,,,
Car 206,arrival_departure,arrival,33074.0,,,,
Car 206,queue,pump_queue_wait_begins,33074.0,,,,
Car 207,arrival_departure,arrival,33195.0,,,,
Car 207,queue,pump_queue_wait_begins,33195.0,,,,
Car 208,arrival_departure,arrival,33360.0,,,,
Car 208,queue,pump_queue_wait_begins,33360.0,,,,
Car 209,arrival_departure,arrival,33445.0,,,,
Car 209,queue,pump_queue_wait_begins,33445.0,,,,
Car 210,arrival_departure,arrival,33697.0,,,,
Car 210,queue,pump_queue_wait_begins,33697.0,,,,
Truck 24,arrival_departure,depart,33770.0,,,,
Car 133,resource_use_end,pumping_ends,33787.5,,,,1.0
Car 133,arrival_departure,depart,33787.5,,,,
Car 135,resource_use,pumping_begins,33787.5,,,,1.0
Car 134,resource_use_end,pumping_ends,33792.0,,,,2.0
Car 134,arrival_departure,depart,33792.0,,,,
Car 136,resource_use,pumping_begins,33792.0,,,,2.0
Call 25,arrival_departure,arrival,33800.0,,,,
Call 25,queue,calling_truck,33800.0,,,,
Car 135,resource_use_end,pumping_ends,33802.0,,,,1.0
Car 135,arrival_departure,depart,33802.0,,,,
Car 137,resource_use,pumping_begins,33802.0,,,,1.0
Car 136,resource_use_end,pumping_ends,33814.0,,,,2.0
Car 136,arrival_departure,depart,33814.0,,,,
Car 138,resource_use,pumping_begins,33814.0,,,,2.0
Car 137,resource_use_end,pumping_ends,33823.5,,,,1.0
Car 137,arrival_departure,depart,33823.5,,,,
Car 139,resource_use,pumping_begins,33823.5,,,,1.0
Car 211,arrival_departure,arrival,33887.0,,,,
Car 211,queue,pump_queue_wait_begins,33887.0,,,,
Call 25,arrival_departure,depart,34100.0,,,,
Truck 25,arrival_departure,arrival,34100.0,,,,
Truck 25,queue,refueling,34100.0,,,,
Car 212,arrival_departure,arrival,34178.0,,,,
Car 212,queue,pump_queue_wait_begins,34178.0,,,,
Car 213,arrival_departure,arrival,34405.0,,,,
Car 213,queue,pump_queue_wait_begins,34405.0,,,,
Car 214,arrival_departure,arrival,34532.0,,,,
Car 214,queue,pump_queue_wait_begins,34532.0,,,,
Car 215,arrival_departure,arrival,34584.0,,,,
Car 215,queue,pump_queue_wait_begins,34584.0,,,,
Car 216,arrival_departure,arrival,34614.0,,,,
Car 216,queue,pump_queue_wait_begins,34614.0,,,,
Car 217,arrival_departure,arrival,34744.0,,,,
Car 217,queue,pump_queue_wait_begins,34744.0,,,,
Car 218,arrival_departure,arrival,34994.0,,,,
Car 218,queue,pump_queue_wait_begins,34994.0,,,,
Truck 25,arrival_departure,depart,35100.0,,,,
Car 139,resource_use_end,pumping_ends,35119.0,,,,1.0
Car 139,arrival_departure,depart,35119.0,,,,
Car 140,resource_use,pumping_begins,35119.0,,,,1.0
Car 138,resource_use_end,pumping_ends,35121.5,,,,2.0
Car 138,arrival_departure,depart,35121.5,,,,
Car 141,resource_use,pumping_begins,35121.5,,,,2.0
Car 141,resource_use_end,pumping_ends,35135.0,,,,2.0
Car 141,arrival_departure,depart,35135.0,,,,
Car 142,resource_use,pumping_begins,35135.0,,,,2.0
Car 140,resource_use_end,pumping_ends,35140.0,,,,1.0
Car 140,arrival_departure,depart,35140.0,,,,
Call 26,arrival_departure,arrival,35140.0,,,,
Call 26,queue,calling_truck,35140.0,,,,
Car 143,resource_use,pumping_begins,35140.0,,,,1.0
Car 142,resource_use_end,pumping_ends,35148.0,,,,2.0
Car 142,arrival_departure,depart,35148.0,,,,
Car 144,resource_use,pumping_begins,35148.0,,,,2.0
Car 219,arrival_departure,arrival,35193.0,,,,
Car 219,queue,pump_queue_wait_begins,35193.0,,,,
Car 220,arrival_departure,arrival,35383.0,,,,
Car 220,queue,pump_queue_wait_begins,35383.0,,,,
Call 26,arrival_departure,depart,35440.0,,,,
