entity_id,pathway,event_type,event,time,resource_id,run,activity_id,lifecycle_id
456,Simplest,resource_use,treatment_begins,4528.554501755506,3.0,3,1358,start
456,Simplest,resource_use,treatment_begins,4530.695145004929,3.0,3,1358,complete
457,Simplest,resource_use,treatment_begins,4530.695145004929,4.0,3,1359,start
457,Simplest,resource_use,treatment_begins,4533.125012571231,4.0,3,1359,complete
903,Simplest,queue,treatment_wait_begins,4533.125012571231,,3,1360,start
903,Simplest,queue,treatment_wait_begins,4533.683651788841,,3,1360,complete
904,Simplest,queue,treatment_wait_begins,4533.683651788841,,3,1361,start
904,Simplest,queue,treatment_wait_begins,4538.392712245206,,3,1361,complete
458,Simplest,resource_use,treatment_begins,4538.392712245206,2.0,3,1362,start
458,Simplest,resource_use,treatment_begins,4539.120937830483,2.0,3,1362,complete
905,Simplest,queue,treatment_wait_begins,4539.120937830483,,3,1363,start
905,Simplest,queue,treatment_wait_begins,4547.768054528319,,3,1363,complete
906,Simplest,queue,treatment_wait_begins,4547.768054528319,,3,1364,start
906,Simplest,queue,treatment_wait_begins,4552.686014954183,,3,1364,complete
907,Simplest,queue,treatment_wait_begins,4552.686014954183,,3,1365,start
907,Simplest,queue,treatment_wait_begins,4554.976785272304,,3,1365,complete
908,Simplest,queue,treatment_wait_begins,4554.976785272304,,3,1366,start
908,Simplest,queue,treatment_wait_begins,4561.842575644803,,3,1366,complete
459,Simplest,resource_use,treatment_begins,4561.842575644803,1.0,3,1367,start
459,Simplest,resource_use,treatment_begins,4562.113690294988,1.0,3,1367,complete
909,Simplest,queue,treatment_wait_begins,4562.113690294988,,3,1368,start
909,Simplest,queue,treatment_wait_begins,4569.091540121357,,3,1368,complete
460,Simplest,resource_use,treatment_begins,4569.091540121357,4.0,3,1369,start
460,Simplest,resource_use,treatment_begins,4570.371975329295,4.0,3,1369,complete
461,Simplest,resource_use,treatment_begins,4570.371975329295,3.0,3,1370,start
461,Simplest,resource_use,treatment_begins,4574.908639803516,3.0,3,1370,complete
462,Simplest,resource_use,treatment_begins,4574.908639803516,2.0,3,1371,start
462,Simplest,resource_use,treatment_begins,4579.139808625771,2.0,3,1371,complete
910,Simplest,queue,treatment_wait_begins,4579.139808625771,,3,1372,start
910,Simplest,queue,treatment_wait_begins,4590.138125506688,,3,1372,complete
911,Simplest,queue,treatment_wait_begins,4590.138125506688,,3,1373,start
911,Simplest,queue,treatment_wait_begins,4598.036825672931,,3,1373,complete
912,Simplest,queue,treatment_wait_begins,4598.036825672931,,3,1374,start
912,Simplest,queue,treatment_wait_begins,4598.430090317121,,3,1374,complete
913,Simplest,queue,treatment_wait_begins,4598.430090317121,,3,1375,start
913,Simplest,queue,treatment_wait_begins,4599.331013534946,,3,1375,complete
463,Simplest,resource_use,treatment_begins,4599.331013534946,4.0,3,1376,start
463,Simplest,resource_use,treatment_begins,4601.255496001414,4.0,3,1376,complete
464,Simplest,resource_use,treatment_begins,4601.255496001414,1.0,3,1377,start
464,Simplest,resource_use,treatment_begins,4616.181412345791,1.0,3,1377,complete
465,Simplest,resource_use,treatment_begins,4616.181412345791,3.0,3,1378,start
465,Simplest,resource_use,treatment_begins,4617.898251786831,3.0,3,1378,complete
466,Simplest,resource_use,treatment_begins,4617.898251786831,2.0,3,1379,start
466,Simplest,resource_use,treatment_begins,4621.517441561519,2.0,3,1379,complete
914,Simplest,queue,treatment_wait_begins,4621.517441561519,,3,1380,start
914,Simplest,queue,treatment_wait_begins,4624.049602003211,,3,1380,complete
915,Simplest,queue,treatment_wait_begins,4624.049602003211,,3,1381,start
915,Simplest,queue,treatment_wait_begins,4628.053685477791,,3,1381,complete
916,Simplest,queue,treatment_wait_begins,4628.053685477791,,3,1382,start
916,Simplest,queue,treatment_wait_begins,4632.008383452694,,3,1382,complete
917,Simplest,queue,treatment_wait_begins,4632.008383452694,,3,1383,start
917,Simplest,queue,treatment_wait_begins,4633.459767655613,,3,1383,complete
918,Simplest,queue,treatment_wait_begins,4633.459767655613,,3,1384,start
918,Simplest,queue,treatment_wait_begins,4634.151232907065,,3,1384,complete
919,Simplest,queue,treatment_wait_begins,4634.151232907065,,3,1385,start
919,Simplest,queue,treatment_wait_begins,4637.135294176718,,3,1385,complete
467,Simplest,resource_use,treatment_begins,4637.135294176718,4.0,3,1386,start
467,Simplest,resource_use,treatment_begins,4641.110924878774,4.0,3,1386,complete
468,Simplest,resource_use,treatment_begins,4641.110924878774,1.0,3,1387,start
468,Simplest,resource_use,treatment_begins,4653.278222865189,1.0,3,1387,complete
469,Simplest,resource_use,treatment_begins,4653.278222865189,3.0,3,1388,start
469,Simplest,resource_use,treatment_begins,4654.788668780362,3.0,3,1388,complete
920,Simplest,queue,treatment_wait_begins,4654.788668780362,,3,1389,start
920,Simplest,queue,treatment_wait_begins,4655.739477487007,,3,1389,complete
921,Simplest,queue,treatment_wait_begins,4655.739477487007,,3,1390,start
921,Simplest,queue,treatment_wait_begins,4656.569009833398,,3,1390,complete
470,Simplest,resource_use,treatment_begins,4656.569009833398,2.0,3,1391,start
470,Simplest,resource_use,treatment_begins,4657.131190247943,2.0,3,1391,complete
922,Simplest,queue,treatment_wait_begins,4657.131190247943,,3,1392,start
922,Simplest,queue,treatment_wait_begins,4665.370220525115,,3,1392,complete
923,Simplest,queue,treatment_wait_begins,4665.370220525115,,3,1393,start
923,Simplest,queue,treatment_wait_begins,4674.837461254733,,3,1393,complete
471,Simplest,resource_use,treatment_begins,4674.837461254733,4.0,3,1394,start
471,Simplest,resource_use,treatment_begins,4675.683681856808,4.0,3,1394,complete
924,Simplest,queue,treatment_wait_begins,4675.683681856808,,3,1395,start
924,Simplest,queue,treatment_wait_begins,4679.25212678854,,3,1395,complete
472,Simplest,resource_use,treatment_begins,4679.25212678854,1.0,3,1396,start
472,Simplest,resource_use,treatment_begins,4684.702964619276,1.0,3,1396,complete
925,Simplest,queue,treatment_wait_begins,4684.702964619276,,3,1397,start
925,Simplest,queue,treatment_wait_begins,4687.4766090547,,3,1397,complete
926,Simplest,queue,treatment_wait_begins,4687.4766090547,,3,1398,start
926,Simplest,queue,treatment_wait_begins,4691.337049150789,,3,1398,complete
473,Simplest,resource_use,treatment_begins,4691.337049150789,3.0,3,1399,start
473,Simplest,resource_use,treatment_begins,4695.055811862208,3.0,3,1399,complete
927,Simplest,queue,treatment_wait_begins,4695.055811862208,,3,1400,start
927,Simplest,queue,treatment_wait_begins,4697.169216330684,,3,1400,complete
474,Simplest,resource_use,treatment_begins,4697.169216330684,2.0,3,1401,start
474,Simplest,resource_use,treatment_begins,4698.59140882338,2.0,3,1401,complete
928,Simplest,queue,treatment_wait_begins,4698.59140882338,,3,1402,start
928,Simplest,queue,treatment_wait_begins,4702.649827550295,,3,1402,complete
929,Simplest,queue,treatment_wait_begins,4702.649827550295,,3,1403,start
929,Simplest,queue,treatment_wait_begins,4709.266388473711,,3,1403,complete
930,Simplest,queue,treatment_wait_begins,4709.266388473711,,3,1404,start
930,Simplest,queue,treatment_wait_begins,4715.16995263675,,3,1404,complete
475,Simplest,resource_use,treatment_begins,4715.16995263675,4.0,3,1405,start
475,Simplest,resource_use,treatment_begins,4716.485353379534,4.0,3,1405,complete
931,Simplest,queue,treatment_wait_begins,4716.485353379534,,3,1406,start
931,Simplest,queue,treatment_wait_begins,4721.5501419719385,,3,1406,complete
932,Simplest,queue,treatment_wait_begins,4721.5501419719385,,3,1407,start
932,Simplest,queue,treatment_wait_begins,4724.923080184337,,3,1407,complete
476,Simplest,resource_use,treatment_begins,4724.923080184337,1.0,3,1408,start
476,Simplest,resource_use,treatment_begins,4725.789624833214,1.0,3,1408,complete
933,Simplest,queue,treatment_wait_begins,4725.789624833214,,3,1409,start
933,Simplest,queue,treatment_wait_begins,4730.300304911216,,3,1409,complete
934,Simplest,queue,treatment_wait_begins,4730.300304911216,,3,1410,start
934,Simplest,queue,treatment_wait_begins,4730.900736895209,,3,1410,complete
477,Simplest,resource_use,treatment_begins,4730.900736895209,3.0,3,1411,start
477,Simplest,resource_use,treatment_begins,4732.016645087521,3.0,3,1411,complete
935,Simplest,queue,treatment_wait_begins,4732.016645087521,,3,1412,start
935,Simplest,queue,treatment_wait_begins,4738.351127006353,,3,1412,complete
936,Simplest,queue,treatment_wait_begins,4738.351127006353,,3,1413,start
936,Simplest,queue,treatment_wait_begins,4740.065188567732,,3,1413,complete
937,Simplest,queue,treatment_wait_begins,4740.065188567732,,3,1414,start
937,Simplest,queue,treatment_wait_begins,4744.559160084949,,3,1414,complete
478,Simplest,resource_use,treatment_begins,4744.559160084949,2.0,3,1415,start
478,Simplest,resource_use,treatment_begins,4744.581659250697,2.0,3,1415,complete
938,Simplest,queue,treatment_wait_begins,4744.581659250697,,3,1416,start
938,Simplest,queue,treatment_wait_begins,4746.580502418646,,3,1416,complete
939,Simplest,queue,treatment_wait_begins,4746.580502418646,,3,1417,start
939,Simplest,queue,treatment_wait_begins,4753.582695584024,,3,1417,complete
479,Simplest,resource_use,treatment_begins,4753.582695584024,4.0,3,1418,start
479,Simplest,resource_use,treatment_begins,4756.790802274934,4.0,3,1418,complete
940,Simplest,queue,treatment_wait_begins,4756.790802274934,,3,1419,start
940,Simplest,queue,treatment_wait_begins,4765.829602400015,,3,1419,complete
941,Simplest,queue,treatment_wait_begins,4765.829602400015,,3,1420,start
941,Simplest,queue,treatment_wait_begins,4766.785189017,,3,1420,complete
942,Simplest,queue,treatment_wait_begins,4766.785189017,,3,1421,start
942,Simplest,queue,treatment_wait_begins,4767.212137406363,,3,1421,complete
480,Simplest,resource_use,treatment_begins,4767.212137406363,1.0,3,1422,start
480,Simplest,resource_use,treatment_begins,4770.987279000735,1.0,3,1422,complete
943,Simplest,queue,treatment_wait_begins,4770.987279000735,,3,1423,start
943,Simplest,queue,treatment_wait_begins,4771.297996225199,,3,1423,complete
481,Simplest,resource_use,treatment_begins,4771.297996225199,3.0,3,1424,start
481,Simplest,resource_use,treatment_begins,4772.84831116366,3.0,3,1424,complete
944,Simplest,queue,treatment_wait_begins,4772.84831116366,,3,1425,start
944,Simplest,queue,treatment_wait_begins,4775.877824931824,,3,1425,complete
945,Simplest,queue,treatment_wait_begins,4775.877824931824,,3,1426,start
945,Simplest,queue,treatment_wait_begins,4777.907065073377,,3,1426,complete
946,Simplest,queue,treatment_wait_begins,4777.907065073377,,3,1427,start
946,Simplest,queue,treatment_wait_begins,4779.661909896157,,3,1427,complete
947,Simplest,queue,treatment_wait_begins,4779.661909896157,,3,1428,start
947,Simplest,queue,treatment_wait_begins,4784.637186683849,,3,1428,complete
482,Simplest,resource_use,treatment_begins,4784.637186683849,2.0,3,1429,start
482,Simplest,resource_use,treatment_begins,4789.48430117208,2.0,3,1429,complete
483,Simplest,resource_use,treatment_begins,4789.48430117208,4.0,3,1430,start
483,Simplest,resource_use,treatment_begins,4802.991507003893,4.0,3,1430,complete
948,Simplest,queue,treatment_wait_begins,4802.991507003893,,3,1431,start
948,Simplest,queue,treatment_wait_begins,4804.254571167846,,3,1431,complete
949,Simplest,queue,treatment_wait_begins,4804.254571167846,,3,1432,start
949,Simplest,queue,treatment_wait_begins,4808.09628880257,,3,1432,complete
950,Simplest,queue,treatment_wait_begins,4808.09628880257,,3,1433,start
950,Simplest,queue,treatment_wait_begins,4808.540698941506,,3,1433,complete
951,Simplest,queue,treatment_wait_begins,4808.540698941506,,3,1434,start
951,Simplest,queue,treatment_wait_begins,4810.162323957502,,3,1434,complete
484,Simplest,resource_use,treatment_begins,4810.162323957502,1.0,3,1435,start
484,Simplest,resource_use,treatment_begins,4816.835431539478,1.0,3,1435,complete
952,Simplest,queue,treatment_wait_begins,4816.835431539478,,3,1436,start
952,Simplest,queue,treatment_wait_begins,4817.016508722882,,3,1436,complete
485,Simplest,resource_use,treatment_begins,4817.016508722882,3.0,3,1437,start
485,Simplest,resource_use,treatment_begins,4822.502017428365,3.0,3,1437,complete
486,Simplest,resource_use,treatment_begins,4822.502017428365,2.0,3,1438,start
486,Simplest,resource_use,treatment_begins,4831.439345193624,2.0,3,1438,complete
487,Simplest,resource_use,treatment_begins,4831.439345193624,4.0,3,1439,start
487,Simplest,resource_use,treatment_begins,4832.418874391651,4.0,3,1439,complete
953,Simplest,queue,treatment_wait_begins,4832.418874391651,,3,1440,start
953,Simplest,queue,treatment_wait_begins,4839.411959013385,,3,1440,complete
954,Simplest,queue,treatment_wait_begins,4839.411959013385,,3,1441,start
954,Simplest,queue,treatment_wait_begins,4849.757421530511,,3,1441,complete
955,Simplest,queue,treatment_wait_begins,4849.757421530511,,3,1442,start
955,Simplest,queue,treatment_wait_begins,4850.113068464458,,3,1442,complete
488,Simplest,resource_use,treatment_begins,4850.113068464458,1.0,3,1443,start
488,Simplest,resource_use,treatment_begins,4850.5644780217945,1.0,3,1443,complete
956,Simplest,queue,treatment_wait_begins,4850.5644780217945,,3,1444,start
956,Simplest,queue,treatment_wait_begins,4858.779582261545,,3,1444,complete
957,Simplest,queue,treatment_wait_begins,4858.779582261545,,3,1445,start
957,Simplest,queue,treatment_wait_begins,4860.330859879123,,3,1445,complete
489,Simplest,resource_use,treatment_begins,4860.330859879123,3.0,3,1446,start
489,Simplest,resource_use,treatment_begins,4860.394227727525,3.0,3,1446,complete
490,Simplest,resource_use,treatment_begins,4860.394227727525,2.0,3,1447,start
490,Simplest,resource_use,treatment_begins,4861.981630004359,2.0,3,1447,complete
958,Simplest,queue,treatment_wait_begins,4861.981630004359,,3,1448,start
958,Simplest,queue,treatment_wait_begins,4868.359467444734,,3,1448,complete
491,Simplest,resource_use,treatment_begins,4868.359467444734,4.0,3,1449,start
491,Simplest,resource_use,treatment_begins,4875.293737779614,4.0,3,1449,complete
959,Simplest,queue,treatment_wait_begins,4875.293737779614,,3,1450,start
959,Simplest,queue,treatment_wait_begins,4883.03526678281,,3,1450,complete
960,Simplest,queue,treatment_wait_begins,4883.03526678281,,3,1451,start
960,Simplest,queue,treatment_wait_begins,4893.976254797455,,3,1451,complete
492,Simplest,resource_use,treatment_begins,4893.976254797455,1.0,3,1452,start
492,Simplest,resource_use,treatment_begins,4897.884817076628,1.0,3,1452,complete
961,Simplest,queue,treatment_wait_begins,4897.884817076628,,3,1453,start
961,Simplest,queue,treatment_wait_begins,4901.568911991205,,3,1453,complete
493,Simplest,resource_use,treatment_begins,4901.568911991205,2.0,3,1454,start
493,Simplest,resource_use,treatment_begins,4901.608041233498,2.0,3,1454,complete
494,Simplest,resource_use,treatment_begins,4901.608041233498,4.0,3,1455,start
494,Simplest,resource_use,treatment_begins,4902.146677274016,4.0,3,1455,complete
495,Simplest,resource_use,treatment_begins,4902.146677274016,3.0,3,1456,start
495,Simplest,resource_use,treatment_begins,4904.445223491561,3.0,3,1456,complete
962,Simplest,queue,treatment_wait_begins,4904.445223491561,,3,1457,start
962,Simplest,queue,treatment_wait_begins,4910.742060299069,,3,1457,complete
963,Simplest,queue,treatment_wait_begins,4910.742060299069,,3,1458,start
963,Simplest,queue,treatment_wait_begins,4912.930603857014,,3,1458,complete
964,Simplest,queue,treatment_wait_begins,4912.930603857014,,3,1459,start
964,Simplest,queue,treatment_wait_begins,4914.338580709067,,3,1459,complete
965,Simplest,queue,treatment_wait_begins,4914.338580709067,,3,1460,start
965,Simplest,queue,treatment_wait_begins,4927.445050841894,,3,1460,complete
496,Simplest,resource_use,treatment_begins,4927.445050841894,1.0,3,1461,start
496,Simplest,resource_use,treatment_begins,4928.360955967494,1.0,3,1461,complete
966,Simplest,queue,treatment_wait_begins,4928.360955967494,,3,1462,start
966,Simplest,queue,treatment_wait_begins,4934.0831540623485,,3,1462,complete
497,Simplest,resource_use,treatment_begins,4934.0831540623485,3.0,3,1463,start
497,Simplest,resource_use,treatment_begins,4943.622190026925,3.0,3,1463,complete
967,Simplest,queue,treatment_wait_begins,4943.622190026925,,3,1464,start
967,Simplest,queue,treatment_wait_begins,4944.513153134004,,3,1464,complete
498,Simplest,resource_use,treatment_begins,4944.513153134004,4.0,3,1465,start
498,Simplest,resource_use,treatment_begins,4945.004542082282,4.0,3,1465,complete
499,Simplest,resource_use,treatment_begins,4945.004542082282,2.0,3,1466,start
499,Simplest,resource_use,treatment_begins,4950.503337093041,2.0,3,1466,complete
968,Simplest,queue,treatment_wait_begins,4950.503337093041,,3,1467,start
968,Simplest,queue,treatment_wait_begins,4963.427996388787,,3,1467,complete
969,Simplest,queue,treatment_wait_begins,4963.427996388787,,3,1468,start
969,Simplest,queue,treatment_wait_begins,4964.778022615136,,3,1468,complete
500,Simplest,resource_use,treatment_begins,4964.778022615136,1.0,3,1469,start
500,Simplest,resource_use,treatment_begins,4965.446356667794,1.0,3,1469,complete
970,Simplest,queue,treatment_wait_begins,4965.446356667794,,3,1470,start
970,Simplest,queue,treatment_wait_begins,4966.693173749719,,3,1470,complete
971,Simplest,queue,treatment_wait_begins,4966.693173749719,,3,1471,start
971,Simplest,queue,treatment_wait_begins,4972.341128674335,,3,1471,complete
972,Simplest,queue,treatment_wait_begins,4972.341128674335,,3,1472,start
972,Simplest,queue,treatment_wait_begins,4972.405489028731,,3,1472,complete
501,Simplest,resource_use,treatment_begins,4972.405489028731,3.0,3,1473,start
501,Simplest,resource_use,treatment_begins,4975.540257464701,3.0,3,1473,complete
973,Simplest,queue,treatment_wait_begins,4975.540257464701,,3,1474,start
973,Simplest,queue,treatment_wait_begins,4979.550981910237,,3,1474,complete
502,Simplest,resource_use,treatment_begins,4979.550981910237,4.0,3,1475,start
502,Simplest,resource_use,treatment_begins,4980.397018848558,4.0,3,1475,complete
974,Simplest,queue,treatment_wait_begins,4980.397018848558,,3,1476,start
974,Simplest,queue,treatment_wait_begins,4983.943634116105,,3,1476,complete
503,Simplest,resource_use,treatment_begins,4983.943634116105,2.0,3,1477,start
503,Simplest,resource_use,treatment_begins,4995.47872797309,2.0,3,1477,complete
975,Simplest,queue,treatment_wait_begins,4995.47872797309,,3,1478,start
975,Simplest,queue,treatment_wait_begins,4995.5681933585565,,3,1478,complete
976,Simplest,queue,treatment_wait_begins,4995.5681933585565,,3,1479,start
976,Simplest,queue,treatment_wait_begins,5002.45810245756,,3,1479,complete
504,Simplest,resource_use,treatment_begins,5002.45810245756,1.0,3,1480,start
504,Simplest,resource_use,treatment_begins,5006.351781744736,1.0,3,1480,complete
505,Simplest,resource_use,treatment_begins,5006.351781744736,3.0,3,1481,start
505,Simplest,resource_use,treatment_begins,5006.420542984272,3.0,3,1481,complete
977,Simplest,queue,treatment_wait_begins,5006.420542984272,,3,1482,start
977,Simplest,queue,treatment_wait_begins,5006.5006976921,,3,1482,complete
978,Simplest,queue,treatment_wait_begins,5006.5006976921,,3,1483,start
978,Simplest,queue,treatment_wait_begins,5006.758590705112,,3,1483,complete
979,Simplest,queue,treatment_wait_begins,5006.758590705112,,3,1484,start
979,Simplest,queue,treatment_wait_begins,5006.985811433377,,3,1484,complete
980,Simplest,queue,treatment_wait_begins,5006.985811433377,,3,1485,start
980,Simplest,queue,treatment_wait_begins,5007.487211748443,,3,1485,complete
981,Simplest,queue,treatment_wait_begins,5007.487211748443,,3,1486,start
981,Simplest,queue,treatment_wait_begins,5017.467228804931,,3,1486,complete
506,Simplest,resource_use,treatment_begins,5017.467228804931,2.0,3,1487,start
506,Simplest,resource_use,treatment_begins,5019.964948368595,2.0,3,1487,complete
982,Simplest,queue,treatment_wait_begins,5019.964948368595,,3,1488,start
982,Simplest,queue,treatment_wait_begins,5022.689054708649,,3,1488,complete
507,Simplest,resource_use,treatment_begins,5022.689054708649,4.0,3,1489,start
507,Simplest,resource_use,treatment_begins,5023.008528347222,4.0,3,1489,complete
983,Simplest,queue,treatment_wait_begins,5023.008528347222,,3,1490,start
983,Simplest,queue,treatment_wait_begins,5026.938562636656,,3,1490,complete
984,Simplest,queue,treatment_wait_begins,5026.938562636656,,3,1491,start
984,Simplest,queue,treatment_wait_begins,5030.754723103467,,3,1491,complete
985,Simplest,queue,treatment_wait_begins,5030.754723103467,,3,1492,start
985,Simplest,queue,treatment_wait_begins,5041.007154655376,,3,1492,complete
508,Simplest,resource_use,treatment_begins,5041.007154655376,3.0,3,1493,start
508,Simplest,resource_use,treatment_begins,5042.732264225783,3.0,3,1493,complete
986,Simplest,queue,treatment_wait_begins,5042.732264225783,,3,1494,start
986,Simplest,queue,treatment_wait_begins,5043.004868024894,,3,1494,complete
987,Simplest,queue,treatment_wait_begins,5043.004868024894,,3,1495,start
987,Simplest,queue,treatment_wait_begins,5047.669085890454,,3,1495,complete
988,Simplest,queue,treatment_wait_begins,5047.669085890454,,3,1496,start
988,Simplest,queue,treatment_wait_begins,5050.910783434389,,3,1496,complete
509,Simplest,resource_use,treatment_begins,5050.910783434389,1.0,3,1497,start
509,Simplest,resource_use,treatment_begins,5051.721818827124,1.0,3,1497,complete
510,Simplest,resource_use,treatment_begins,5051.721818827124,2.0,3,1498,start
510,Simplest,resource_use,treatment_begins,5051.837624771587,2.0,3,1498,complete
989,Simplest,queue,treatment_wait_begins,5051.837624771587,,3,1499,start
989,Simplest,queue,treatment_wait_begins,5053.497866333058,,3,1499,complete
990,Simplest,queue,treatment_wait_begins,5053.497866333058,,3,1500,start
990,Simplest,queue,treatment_wait_begins,5055.967942649521,,3,1500,complete
511,Simplest,resource_use,treatment_begins,5055.967942649521,4.0,3,1501,start
511,Simplest,resource_use,treatment_begins,5062.42872657602,4.0,3,1501,complete
991,Simplest,queue,treatment_wait_begins,5062.42872657602,,3,1502,start
991,Simplest,queue,treatment_wait_begins,5062.657605401002,,3,1502,complete
992,Simplest,queue,treatment_wait_begins,5062.657605401002,,3,1503,start
992,Simplest,queue,treatment_wait_begins,5063.811667082902,,3,1503,complete
993,Simplest,queue,treatment_wait_begins,5063.811667082902,,3,1504,start
993,Simplest,queue,treatment_wait_begins,5065.451611817835,,3,1504,complete
994,Simplest,queue,treatment_wait_begins,5065.451611817835,,3,1505,start
994,Simplest,queue,treatment_wait_begins,5081.556825170485,,3,1505,complete
512,Simplest,resource_use,treatment_begins,5081.556825170485,3.0,3,1506,start
512,Simplest,resource_use,treatment_begins,5084.694363374292,3.0,3,1506,complete
995,Simplest,queue,treatment_wait_begins,5084.694363374292,,3,1507,start
995,Simplest,queue,treatment_wait_begins,5087.237954565327,,3,1507,complete
513,Simplest,resource_use,treatment_begins,5087.237954565327,1.0,3,1508,start
513,Simplest,resource_use,treatment_begins,5087.701999506929,1.0,3,1508,complete
996,Simplest,queue,treatment_wait_begins,5087.701999506929,,3,1509,start
996,Simplest,queue,treatment_wait_begins,5090.230561530992,,3,1509,complete
514,Simplest,resource_use,treatment_begins,5090.230561530992,4.0,3,1510,start
514,Simplest,resource_use,treatment_begins,5091.583214373878,4.0,3,1510,complete
515,Simplest,resource_use,treatment_begins,5091.583214373878,2.0,3,1511,start
515,Simplest,resource_use,treatment_begins,5095.103631474991,2.0,3,1511,complete
997,Simplest,queue,treatment_wait_begins,5095.103631474991,,3,1512,start
997,Simplest,queue,treatment_wait_begins,5103.790587322129,,3,1512,complete
998,Simplest,queue,treatment_wait_begins,5103.790587322129,,3,1513,start
998,Simplest,queue,treatment_wait_begins,5112.337225007299,,3,1513,complete
999,Simplest,queue,treatment_wait_begins,5112.337225007299,,3,1514,start
999,Simplest,queue,treatment_wait_begins,5113.60991097723,,3,1514,complete
1000,Simplest,queue,treatment_wait_begins,5113.60991097723,,3,1515,start
1000,Simplest,queue,treatment_wait_begins,5115.663808548396,,3,1515,complete
1001,Simplest,queue,treatment_wait_begins,5115.663808548396,,3,1516,start
1001,Simplest,queue,treatment_wait_begins,5116.869363654287,,3,1516,complete
1002,Simplest,queue,treatment_wait_begins,5116.869363654287,,3,1517,start
1002,Simplest,queue,treatment_wait_begins,5119.260343644705,,3,1517,complete
516,Simplest,resource_use,treatment_begins,5119.260343644705,3.0,3,1518,start
516,Simplest,resource_use,treatment_begins,5127.890397207574,3.0,3,1518,complete
517,Simplest,resource_use,treatment_begins,5127.890397207574,1.0,3,1519,start
517,Simplest,resource_use,treatment_begins,5128.259343947982,1.0,3,1519,complete
1003,Simplest,queue,treatment_wait_begins,5128.259343947982,,3,1520,start
1003,Simplest,queue,treatment_wait_begins,5131.721061166887,,3,1520,complete
518,Simplest,resource_use,treatment_begins,5131.721061166887,4.0,3,1521,start
518,Simplest,resource_use,treatment_begins,5132.493939172208,4.0,3,1521,complete
519,Simplest,resource_use,treatment_begins,5132.493939172208,2.0,3,1522,start
519,Simplest,resource_use,treatment_begins,5134.65732774256,2.0,3,1522,complete
1004,Simplest,queue,treatment_wait_begins,5134.65732774256,,3,1523,start
1004,Simplest,queue,treatment_wait_begins,5137.869083996321,,3,1523,complete
1005,Simplest,queue,treatment_wait_begins,5137.869083996321,,3,1524,start
1005,Simplest,queue,treatment_wait_begins,5138.116221612182,,3,1524,complete
1006,Simplest,queue,treatment_wait_begins,5138.116221612182,,3,1525,start
1006,Simplest,queue,treatment_wait_begins,5138.822114935181,,3,1525,complete
1007,Simplest,queue,treatment_wait_begins,5138.822114935181,,3,1526,start
1007,Simplest,queue,treatment_wait_begins,5144.54828028707,,3,1526,complete
1008,Simplest,queue,treatment_wait_begins,5144.54828028707,,3,1527,start
1008,Simplest,queue,treatment_wait_begins,5145.910392743206,,3,1527,complete
1009,Simplest,queue,treatment_wait_begins,5145.910392743206,,3,1528,start
1009,Simplest,queue,treatment_wait_begins,5150.032361582672,,3,1528,complete
1010,Simplest,queue,treatment_wait_begins,5150.032361582672,,3,1529,start
1010,Simplest,queue,treatment_wait_begins,5155.298221332406,,3,1529,complete
1011,Simplest,queue,treatment_wait_begins,5155.298221332406,,3,1530,start
1011,Simplest,queue,treatment_wait_begins,5159.842898959444,,3,1530,complete
1012,Simplest,queue,treatment_wait_begins,5159.842898959444,,3,1531,start
1012,Simplest,queue,treatment_wait_begins,5164.925725832312,,3,1531,complete
1013,Simplest,queue,treatment_wait_begins,5164.925725832312,,3,1532,start
1013,Simplest,queue,treatment_wait_begins,5165.217961970578,,3,1532,complete
520,Simplest,resource_use,treatment_begins,5165.217961970578,3.0,3,1533,start
520,Simplest,resource_use,treatment_begins,5165.475751999969,3.0,3,1533,complete
1014,Simplest,queue,treatment_wait_begins,5165.475751999969,,3,1534,start
1014,Simplest,queue,treatment_wait_begins,5166.096979058002,,3,1534,complete
521,Simplest,resource_use,treatment_begins,5166.096979058002,4.0,3,1535,start
521,Simplest,resource_use,treatment_begins,5166.357183203389,4.0,3,1535,complete
522,Simplest,resource_use,treatment_begins,5166.357183203389,2.0,3,1536,start
522,Simplest,resource_use,treatment_begins,5170.093105312012,2.0,3,1536,complete
1015,Simplest,queue,treatment_wait_begins,5170.093105312012,,3,1537,start
1015,Simplest,queue,treatment_wait_begins,5172.041995693078,,3,1537,complete
523,Simplest,resource_use,treatment_begins,5172.041995693078,1.0,3,1538,start
523,Simplest,resource_use,treatment_begins,5180.009403099846,1.0,3,1538,complete
1016,Simplest,queue,treatment_wait_begins,5180.009403099846,,3,1539,start
1016,Simplest,queue,treatment_wait_begins,5190.894236208886,,3,1539,complete
1017,Simplest,queue,treatment_wait_begins,5190.894236208886,,3,1540,start
1017,Simplest,queue,treatment_wait_begins,5199.533829441824,,3,1540,complete
1018,Simplest,queue,treatment_wait_begins,5199.533829441824,,3,1541,start
1018,Simplest,queue,treatment_wait_begins,5201.451654739324,,3,1541,complete
524,Simplest,resource_use,treatment_begins,5201.451654739324,4.0,3,1542,start
524,Simplest,resource_use,treatment_begins,5201.820590536606,4.0,3,1542,complete
1019,Simplest,queue,treatment_wait_begins,5201.820590536606,,3,1543,start
1019,Simplest,queue,treatment_wait_begins,5203.46290304077,,3,1543,complete
525,Simplest,resource_use,treatment_begins,5203.46290304077,2.0,3,1544,start
