,index,patient,pathway,event_type,event,time,resource_id,run,rank,snapshot_time,additional,x,y_final,label,resource,x_final,row
43,13,5,2,queue,treatment_wait_begins,37.02476774758143,,1,1.0,38,,205,275.0,Waiting for Treatment,,205.0,0.0
44,15,6,2,queue,treatment_wait_begins,37.456954746073315,,1,2.0,38,,205,275.0,Waiting for Treatment,,195.0,0.0
49,13,5,2,queue,treatment_wait_begins,37.02476774758143,,1,1.0,40,,205,275.0,Waiting for Treatment,,205.0,0.0
50,15,6,2,queue,treatment_wait_begins,37.456954746073315,,1,2.0,40,,205,275.0,Waiting for Treatment,,195.0,0.0
56,15,6,2,queue,treatment_wait_begins,37.456954746073315,,1,1.0,42,,205,275.0,Waiting for Treatment,,205.0,0.0
61,15,6,2,queue,treatment_wait_begins,37.456954746073315,,1,1.0,44,,205,275.0,Waiting for Treatment,,205.0,0.0
66,15,6,2,queue,treatment_wait_begins,37.456954746073315,,1,1.0,46,,205,275.0,Waiting for Treatment,,205.0,0.0
67,20,7,2,queue,treatment_wait_begins,44.72025732460407,,1,2.0,46,,205,275.0,Waiting for Treatment,,195.0,0.0
73,20,7,2,queue,treatment_wait_begins,44.72025732460407,,1,1.0,48,,205,275.0,Waiting for Treatment,,205.0,0.0
78,20,7,2,queue,treatment_wait_begins,44.72025732460407,,1,1.0,50,,205,275.0,Waiting for Treatment,,205.0,0.0
83,20,7,2,queue,treatment_wait_begins,44.72025732460407,,1,1.0,52,,205,275.0,Waiting for Treatment,,205.0,0.0
84,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,2.0,52,,205,275.0,Waiting for Treatment,,195.0,0.0
89,20,7,2,queue,treatment_wait_begins,44.72025732460407,,1,1.0,54,,205,275.0,Waiting for Treatment,,205.0,0.0
90,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,2.0,54,,205,275.0,Waiting for Treatment,,195.0,0.0
95,20,7,2,queue,treatment_wait_begins,44.72025732460407,,1,1.0,56,,205,275.0,Waiting for Treatment,,205.0,0.0
96,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,2.0,56,,205,275.0,Waiting for Treatment,,195.0,0.0
101,20,7,2,queue,treatment_wait_begins,44.72025732460407,,1,1.0,58,,205,275.0,Waiting for Treatment,,205.0,0.0
102,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,2.0,58,,205,275.0,Waiting for Treatment,,195.0,0.0
107,20,7,2,queue,treatment_wait_begins,44.72025732460407,,1,1.0,60,,205,275.0,Waiting for Treatment,,205.0,0.0
108,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,2.0,60,,205,275.0,Waiting for Treatment,,195.0,0.0
113,20,7,2,queue,treatment_wait_begins,44.72025732460407,,1,1.0,62,,205,275.0,Waiting for Treatment,,205.0,0.0
114,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,2.0,62,,205,275.0,Waiting for Treatment,,195.0,0.0
119,20,7,2,queue,treatment_wait_begins,44.72025732460407,,1,1.0,64,,205,275.0,Waiting for Treatment,,205.0,0.0
120,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,2.0,64,,205,275.0,Waiting for Treatment,,195.0,0.0
125,20,7,2,queue,treatment_wait_begins,44.72025732460407,,1,1.0,66,,205,275.0,Waiting for Treatment,,205.0,0.0
126,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,2.0,66,,205,275.0,Waiting for Treatment,,195.0,0.0
132,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,1.0,68,,205,275.0,Waiting for Treatment,,205.0,0.0
133,30,9,1,queue,treatment_wait_begins,67.39154057863942,,1,2.0,68,,205,275.0,Waiting for Treatment,,195.0,0.0
134,32,10,1,queue,treatment_wait_begins,67.78801156455697,,1,3.0,68,,205,275.0,Waiting for Treatment,,185.0,0.0
139,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,1.0,70,,205,275.0,Waiting for Treatment,,205.0,0.0
140,30,9,1,queue,treatment_wait_begins,67.39154057863942,,1,2.0,70,,205,275.0,Waiting for Treatment,,195.0,0.0
141,32,10,1,queue,treatment_wait_begins,67.78801156455697,,1,3.0,70,,205,275.0,Waiting for Treatment,,185.0,0.0
146,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,1.0,72,,205,275.0,Waiting for Treatment,,205.0,0.0
147,30,9,1,queue,treatment_wait_begins,67.39154057863942,,1,2.0,72,,205,275.0,Waiting for Treatment,,195.0,0.0
148,32,10,1,queue,treatment_wait_begins,67.78801156455697,,1,3.0,72,,205,275.0,Waiting for Treatment,,185.0,0.0
154,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,1.0,74,,205,275.0,Waiting for Treatment,,205.0,0.0
155,32,10,1,queue,treatment_wait_begins,67.78801156455697,,1,2.0,74,,205,275.0,Waiting for Treatment,,195.0,0.0
156,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,3.0,74,,205,275.0,Waiting for Treatment,,185.0,0.0
157,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,4.0,74,,205,275.0,Waiting for Treatment,,175.0,0.0
162,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,1.0,76,,205,275.0,Waiting for Treatment,,205.0,0.0
163,32,10,1,queue,treatment_wait_begins,67.78801156455697,,1,2.0,76,,205,275.0,Waiting for Treatment,,195.0,0.0
164,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,3.0,76,,205,275.0,Waiting for Treatment,,185.0,0.0
165,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,4.0,76,,205,275.0,Waiting for Treatment,,175.0,0.0
170,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,1.0,78,,205,275.0,Waiting for Treatment,,205.0,0.0
171,32,10,1,queue,treatment_wait_begins,67.78801156455697,,1,2.0,78,,205,275.0,Waiting for Treatment,,195.0,0.0
172,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,3.0,78,,205,275.0,Waiting for Treatment,,185.0,0.0
173,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,4.0,78,,205,275.0,Waiting for Treatment,,175.0,0.0
178,25,8,2,queue,treatment_wait_begins,51.770060795891936,,1,1.0,80,,205,275.0,Waiting for Treatment,,205.0,0.0
179,32,10,1,queue,treatment_wait_begins,67.78801156455697,,1,2.0,80,,205,275.0,Waiting for Treatment,,195.0,0.0
180,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,3.0,80,,205,275.0,Waiting for Treatment,,185.0,0.0
181,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,4.0,80,,205,275.0,Waiting for Treatment,,175.0,0.0
182,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,5.0,80,,205,275.0,Waiting for Treatment,,165.0,0.0
189,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,82,,205,275.0,Waiting for Treatment,,205.0,0.0
190,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,82,,205,275.0,Waiting for Treatment,,195.0,0.0
191,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,82,,205,275.0,Waiting for Treatment,,185.0,0.0
196,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,84,,205,275.0,Waiting for Treatment,,205.0,0.0
197,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,84,,205,275.0,Waiting for Treatment,,195.0,0.0
198,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,84,,205,275.0,Waiting for Treatment,,185.0,0.0
203,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,86,,205,275.0,Waiting for Treatment,,205.0,0.0
204,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,86,,205,275.0,Waiting for Treatment,,195.0,0.0
205,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,86,,205,275.0,Waiting for Treatment,,185.0,0.0
210,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,88,,205,275.0,Waiting for Treatment,,205.0,0.0
211,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,88,,205,275.0,Waiting for Treatment,,195.0,0.0
212,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,88,,205,275.0,Waiting for Treatment,,185.0,0.0
213,49,14,1,queue,treatment_wait_begins,87.47475223580068,,1,4.0,88,,205,275.0,Waiting for Treatment,,175.0,0.0
218,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,90,,205,275.0,Waiting for Treatment,,205.0,0.0
219,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,90,,205,275.0,Waiting for Treatment,,195.0,0.0
220,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,90,,205,275.0,Waiting for Treatment,,185.0,0.0
221,49,14,1,queue,treatment_wait_begins,87.47475223580068,,1,4.0,90,,205,275.0,Waiting for Treatment,,175.0,0.0
222,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,5.0,90,,205,275.0,Waiting for Treatment,,165.0,0.0
227,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,92,,205,275.0,Waiting for Treatment,,205.0,0.0
228,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,92,,205,275.0,Waiting for Treatment,,195.0,0.0
229,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,92,,205,275.0,Waiting for Treatment,,185.0,0.0
230,49,14,1,queue,treatment_wait_begins,87.47475223580068,,1,4.0,92,,205,275.0,Waiting for Treatment,,175.0,0.0
231,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,5.0,92,,205,275.0,Waiting for Treatment,,165.0,0.0
236,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,94,,205,275.0,Waiting for Treatment,,205.0,0.0
237,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,94,,205,275.0,Waiting for Treatment,,195.0,0.0
238,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,94,,205,275.0,Waiting for Treatment,,185.0,0.0
239,49,14,1,queue,treatment_wait_begins,87.47475223580068,,1,4.0,94,,205,275.0,Waiting for Treatment,,175.0,0.0
240,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,5.0,94,,205,275.0,Waiting for Treatment,,165.0,0.0
245,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,96,,205,275.0,Waiting for Treatment,,205.0,0.0
246,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,96,,205,275.0,Waiting for Treatment,,195.0,0.0
247,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,96,,205,275.0,Waiting for Treatment,,185.0,0.0
248,49,14,1,queue,treatment_wait_begins,87.47475223580068,,1,4.0,96,,205,275.0,Waiting for Treatment,,175.0,0.0
249,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,5.0,96,,205,275.0,Waiting for Treatment,,165.0,0.0
250,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,6.0,96,,205,275.0,Waiting for Treatment,,155.0,0.0
255,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,98,,205,275.0,Waiting for Treatment,,205.0,0.0
256,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,98,,205,275.0,Waiting for Treatment,,195.0,0.0
257,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,98,,205,275.0,Waiting for Treatment,,185.0,0.0
258,49,14,1,queue,treatment_wait_begins,87.47475223580068,,1,4.0,98,,205,275.0,Waiting for Treatment,,175.0,0.0
259,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,5.0,98,,205,275.0,Waiting for Treatment,,165.0,0.0
260,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,6.0,98,,205,275.0,Waiting for Treatment,,155.0,0.0
261,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,7.0,98,,205,275.0,Waiting for Treatment,,145.0,0.0
262,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,8.0,98,,205,275.0,Waiting for Treatment,,135.0,0.0
267,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,100,,205,275.0,Waiting for Treatment,,205.0,0.0
268,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,100,,205,275.0,Waiting for Treatment,,195.0,0.0
269,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,100,,205,275.0,Waiting for Treatment,,185.0,0.0
270,49,14,1,queue,treatment_wait_begins,87.47475223580068,,1,4.0,100,,205,275.0,Waiting for Treatment,,175.0,0.0
271,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,5.0,100,,205,275.0,Waiting for Treatment,,165.0,0.0
272,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,6.0,100,,205,275.0,Waiting for Treatment,,155.0,0.0
273,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,7.0,100,,205,275.0,Waiting for Treatment,,145.0,0.0
274,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,8.0,100,,205,275.0,Waiting for Treatment,,135.0,0.0
275,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,9.0,100,,205,275.0,Waiting for Treatment,,125.0,0.0
280,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,102,,205,275.0,Waiting for Treatment,,205.0,0.0
281,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,102,,205,275.0,Waiting for Treatment,,195.0,0.0
282,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,102,,205,275.0,Waiting for Treatment,,185.0,0.0
283,49,14,1,queue,treatment_wait_begins,87.47475223580068,,1,4.0,102,,205,275.0,Waiting for Treatment,,175.0,0.0
284,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,5.0,102,,205,275.0,Waiting for Treatment,,165.0,0.0
285,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,6.0,102,,205,275.0,Waiting for Treatment,,155.0,0.0
286,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,7.0,102,,205,275.0,Waiting for Treatment,,145.0,0.0
287,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,8.0,102,,205,275.0,Waiting for Treatment,,135.0,0.0
288,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,9.0,102,,205,275.0,Waiting for Treatment,,125.0,0.0
293,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,104,,205,275.0,Waiting for Treatment,,205.0,0.0
294,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,104,,205,275.0,Waiting for Treatment,,195.0,0.0
295,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,104,,205,275.0,Waiting for Treatment,,185.0,0.0
296,49,14,1,queue,treatment_wait_begins,87.47475223580068,,1,4.0,104,,205,275.0,Waiting for Treatment,,175.0,0.0
297,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,5.0,104,,205,275.0,Waiting for Treatment,,165.0,0.0
298,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,6.0,104,,205,275.0,Waiting for Treatment,,155.0,0.0
299,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,7.0,104,,205,275.0,Waiting for Treatment,,145.0,0.0
300,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,8.0,104,,205,275.0,Waiting for Treatment,,135.0,0.0
301,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,9.0,104,,205,275.0,Waiting for Treatment,,125.0,0.0
302,61,20,1,queue,treatment_wait_begins,102.87579966565295,,1,10.0,104,,205,275.0,Waiting for Treatment,,115.0,0.0
307,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,106,,205,275.0,Waiting for Treatment,,205.0,0.0
308,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,106,,205,275.0,Waiting for Treatment,,195.0,0.0
309,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,106,,205,275.0,Waiting for Treatment,,185.0,0.0
310,49,14,1,queue,treatment_wait_begins,87.47475223580068,,1,4.0,106,,205,275.0,Waiting for Treatment,,175.0,0.0
311,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,5.0,106,,205,275.0,Waiting for Treatment,,165.0,0.0
312,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,6.0,106,,205,275.0,Waiting for Treatment,,155.0,0.0
313,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,7.0,106,,205,275.0,Waiting for Treatment,,145.0,0.0
314,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,8.0,106,,205,275.0,Waiting for Treatment,,135.0,0.0
315,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,9.0,106,,205,275.0,Waiting for Treatment,,125.0,0.0
316,61,20,1,queue,treatment_wait_begins,102.87579966565295,,1,10.0,106,,205,275.0,Waiting for Treatment,,115.0,0.0
317,63,21,1,queue,treatment_wait_begins,104.9407263143454,,1,11.0,106,,205,275.0,Waiting for Treatment,,105.0,0.0
323,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,108,,205,275.0,Waiting for Treatment,,205.0,0.0
324,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,108,,205,275.0,Waiting for Treatment,,195.0,0.0
325,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,108,,205,275.0,Waiting for Treatment,,185.0,0.0
326,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,4.0,108,,205,275.0,Waiting for Treatment,,175.0,0.0
327,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,5.0,108,,205,275.0,Waiting for Treatment,,165.0,0.0
328,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,6.0,108,,205,275.0,Waiting for Treatment,,155.0,0.0
329,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,7.0,108,,205,275.0,Waiting for Treatment,,145.0,0.0
330,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,8.0,108,,205,275.0,Waiting for Treatment,,135.0,0.0
331,61,20,1,queue,treatment_wait_begins,102.87579966565295,,1,9.0,108,,205,275.0,Waiting for Treatment,,125.0,0.0
332,63,21,1,queue,treatment_wait_begins,104.9407263143454,,1,10.0,108,,205,275.0,Waiting for Treatment,,115.0,0.0
337,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,110,,205,275.0,Waiting for Treatment,,205.0,0.0
338,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,110,,205,275.0,Waiting for Treatment,,195.0,0.0
339,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,110,,205,275.0,Waiting for Treatment,,185.0,0.0
340,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,4.0,110,,205,275.0,Waiting for Treatment,,175.0,0.0
341,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,5.0,110,,205,275.0,Waiting for Treatment,,165.0,0.0
342,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,6.0,110,,205,275.0,Waiting for Treatment,,155.0,0.0
343,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,7.0,110,,205,275.0,Waiting for Treatment,,145.0,0.0
344,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,8.0,110,,205,275.0,Waiting for Treatment,,135.0,0.0
345,61,20,1,queue,treatment_wait_begins,102.87579966565295,,1,9.0,110,,205,275.0,Waiting for Treatment,,125.0,0.0
346,63,21,1,queue,treatment_wait_begins,104.9407263143454,,1,10.0,110,,205,275.0,Waiting for Treatment,,115.0,0.0
352,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,112,,205,275.0,Waiting for Treatment,,205.0,0.0
353,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,112,,205,275.0,Waiting for Treatment,,195.0,0.0
354,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,112,,205,275.0,Waiting for Treatment,,185.0,0.0
355,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,4.0,112,,205,275.0,Waiting for Treatment,,175.0,0.0
356,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,5.0,112,,205,275.0,Waiting for Treatment,,165.0,0.0
357,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,6.0,112,,205,275.0,Waiting for Treatment,,155.0,0.0
358,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,7.0,112,,205,275.0,Waiting for Treatment,,145.0,0.0
359,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,8.0,112,,205,275.0,Waiting for Treatment,,135.0,0.0
360,63,21,1,queue,treatment_wait_begins,104.9407263143454,,1,9.0,112,,205,275.0,Waiting for Treatment,,125.0,0.0
361,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,10.0,112,,205,275.0,Waiting for Treatment,,115.0,0.0
366,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,114,,205,275.0,Waiting for Treatment,,205.0,0.0
367,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,114,,205,275.0,Waiting for Treatment,,195.0,0.0
368,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,114,,205,275.0,Waiting for Treatment,,185.0,0.0
369,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,4.0,114,,205,275.0,Waiting for Treatment,,175.0,0.0
370,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,5.0,114,,205,275.0,Waiting for Treatment,,165.0,0.0
371,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,6.0,114,,205,275.0,Waiting for Treatment,,155.0,0.0
372,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,7.0,114,,205,275.0,Waiting for Treatment,,145.0,0.0
373,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,8.0,114,,205,275.0,Waiting for Treatment,,135.0,0.0
374,63,21,1,queue,treatment_wait_begins,104.9407263143454,,1,9.0,114,,205,275.0,Waiting for Treatment,,125.0,0.0
375,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,10.0,114,,205,275.0,Waiting for Treatment,,115.0,0.0
376,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,11.0,114,,205,275.0,Waiting for Treatment,,105.0,0.0
381,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,116,,205,275.0,Waiting for Treatment,,205.0,0.0
382,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,116,,205,275.0,Waiting for Treatment,,195.0,0.0
383,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,116,,205,275.0,Waiting for Treatment,,185.0,0.0
384,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,4.0,116,,205,275.0,Waiting for Treatment,,175.0,0.0
385,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,5.0,116,,205,275.0,Waiting for Treatment,,165.0,0.0
386,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,6.0,116,,205,275.0,Waiting for Treatment,,155.0,0.0
387,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,7.0,116,,205,275.0,Waiting for Treatment,,145.0,0.0
388,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,8.0,116,,205,275.0,Waiting for Treatment,,135.0,0.0
389,63,21,1,queue,treatment_wait_begins,104.9407263143454,,1,9.0,116,,205,275.0,Waiting for Treatment,,125.0,0.0
390,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,10.0,116,,205,275.0,Waiting for Treatment,,115.0,0.0
391,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,11.0,116,,205,275.0,Waiting for Treatment,,105.0,0.0
397,37,11,2,queue,treatment_wait_begins,73.02081579727279,,1,1.0,118,,205,275.0,Waiting for Treatment,,205.0,0.0
398,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,2.0,118,,205,275.0,Waiting for Treatment,,195.0,0.0
399,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,3.0,118,,205,275.0,Waiting for Treatment,,185.0,0.0
400,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,4.0,118,,205,275.0,Waiting for Treatment,,175.0,0.0
401,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,5.0,118,,205,275.0,Waiting for Treatment,,165.0,0.0
402,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,6.0,118,,205,275.0,Waiting for Treatment,,155.0,0.0
403,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,7.0,118,,205,275.0,Waiting for Treatment,,145.0,0.0
404,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,8.0,118,,205,275.0,Waiting for Treatment,,135.0,0.0
405,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,9.0,118,,205,275.0,Waiting for Treatment,,125.0,0.0
406,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,10.0,118,,205,275.0,Waiting for Treatment,,115.0,0.0
412,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,120,,205,275.0,Waiting for Treatment,,205.0,0.0
413,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,120,,205,275.0,Waiting for Treatment,,195.0,0.0
414,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,120,,205,275.0,Waiting for Treatment,,185.0,0.0
415,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,120,,205,275.0,Waiting for Treatment,,175.0,0.0
416,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,120,,205,275.0,Waiting for Treatment,,165.0,0.0
417,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,120,,205,275.0,Waiting for Treatment,,155.0,0.0
418,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,120,,205,275.0,Waiting for Treatment,,145.0,0.0
419,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,120,,205,275.0,Waiting for Treatment,,135.0,0.0
420,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,120,,205,275.0,Waiting for Treatment,,125.0,0.0
425,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,122,,205,275.0,Waiting for Treatment,,205.0,0.0
426,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,122,,205,275.0,Waiting for Treatment,,195.0,0.0
427,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,122,,205,275.0,Waiting for Treatment,,185.0,0.0
428,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,4.0,122,,205,275.0,Waiting for Treatment,,175.0,0.0
429,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,5.0,122,,205,275.0,Waiting for Treatment,,165.0,0.0
430,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,6.0,122,,205,275.0,Waiting for Treatment,,155.0,0.0
431,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,7.0,122,,205,275.0,Waiting for Treatment,,145.0,0.0
432,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,8.0,122,,205,275.0,Waiting for Treatment,,135.0,0.0
433,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,9.0,122,,205,275.0,Waiting for Treatment,,125.0,0.0
434,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,10.0,122,,205,275.0,Waiting for Treatment,,115.0,0.0
439,39,12,2,queue,treatment_wait_begins,73.37299733126183,,1,1.0,124,,205,275.0,Waiting for Treatment,,205.0,0.0
440,41,13,2,queue,treatment_wait_begins,78.81811547138163,,1,2.0,124,,205,275.0,Waiting for Treatment,,195.0,0.0
441,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,3.0,124,,205,275.0,Waiting for Treatment,,185.0,0.0
