,index,patient,pathway,event_type,event,time,resource_id,run,rank,snapshot_time,additional,x,y_final,label,resource,x_final,row
9255,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,22.0,552,,205,305.0,Waiting for Treatment,,145.0,1.0
9256,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,23.0,552,,205,305.0,Waiting for Treatment,,135.0,1.0
9257,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,24.0,552,,205,305.0,Waiting for Treatment,,125.0,1.0
9258,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,25.0,552,,205,305.0,Waiting for Treatment,,115.0,1.0
9259,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,26.0,552,,205,305.0,Waiting for Treatment,,105.0,1.0
9260,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,27.0,552,,205,305.0,Waiting for Treatment,,95.0,1.0
9261,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,28.0,552,,205,305.0,Waiting for Treatment,,85.0,1.0
9262,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,29.0,552,,205,305.0,Waiting for Treatment,,75.0,1.0
9263,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,30.0,552,,205,305.0,Waiting for Treatment,,65.0,1.0
9264,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,31.0,552,,205,335.0,Waiting for Treatment,,205.0,2.0
9265,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,32.0,552,,205,335.0,Waiting for Treatment,,195.0,2.0
9266,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,33.0,552,,205,335.0,Waiting for Treatment,,185.0,2.0
9267,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,34.0,552,,205,335.0,Waiting for Treatment,,175.0,2.0
9268,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,35.0,552,,205,335.0,Waiting for Treatment,,165.0,2.0
9269,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,36.0,552,,205,335.0,Waiting for Treatment,,155.0,2.0
9270,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,37.0,552,,205,335.0,Waiting for Treatment,,145.0,2.0
9271,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,38.0,552,,205,335.0,Waiting for Treatment,,135.0,2.0
9272,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,39.0,552,,205,335.0,Waiting for Treatment,,125.0,2.0
9273,295,89,2,queue,treatment_wait_begins,404.9496062434009,,1,40.0,552,,205,335.0,Waiting for Treatment,,115.0,2.0
9274,297,90,2,queue,treatment_wait_begins,406.8802625567264,,1,41.0,552,,205,335.0,Waiting for Treatment,,105.0,2.0
9275,299,91,2,queue,treatment_wait_begins,411.5550592296831,,1,42.0,552,,205,335.0,Waiting for Treatment,,95.0,2.0
9276,303,93,2,queue,treatment_wait_begins,422.0828587162822,,1,43.0,552,,205,335.0,Waiting for Treatment,,85.0,2.0
9277,305,94,2,queue,treatment_wait_begins,428.54263891348444,,1,44.0,552,,205,335.0,Waiting for Treatment,,75.0,2.0
9278,307,95,2,queue,treatment_wait_begins,430.18884989348794,,1,45.0,552,,205,335.0,Waiting for Treatment,,65.0,2.0
9279,309,96,2,queue,treatment_wait_begins,431.1918089653501,,1,46.0,552,19.0,205,365.0,Waiting for Treatment,,130.0,3.0
9284,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,1.0,554,,205,275.0,Waiting for Treatment,,205.0,0.0
9285,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,2.0,554,,205,275.0,Waiting for Treatment,,195.0,0.0
9286,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,3.0,554,,205,275.0,Waiting for Treatment,,185.0,0.0
9287,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,4.0,554,,205,275.0,Waiting for Treatment,,175.0,0.0
9288,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,5.0,554,,205,275.0,Waiting for Treatment,,165.0,0.0
9289,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,6.0,554,,205,275.0,Waiting for Treatment,,155.0,0.0
9290,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,7.0,554,,205,275.0,Waiting for Treatment,,145.0,0.0
9291,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,8.0,554,,205,275.0,Waiting for Treatment,,135.0,0.0
9292,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,9.0,554,,205,275.0,Waiting for Treatment,,125.0,0.0
9293,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,10.0,554,,205,275.0,Waiting for Treatment,,115.0,0.0
9294,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,11.0,554,,205,275.0,Waiting for Treatment,,105.0,0.0
9295,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,12.0,554,,205,275.0,Waiting for Treatment,,95.0,0.0
9296,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,13.0,554,,205,275.0,Waiting for Treatment,,85.0,0.0
9297,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,14.0,554,,205,275.0,Waiting for Treatment,,75.0,0.0
9298,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,15.0,554,,205,275.0,Waiting for Treatment,,65.0,0.0
9299,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,16.0,554,,205,305.0,Waiting for Treatment,,205.0,1.0
9300,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,17.0,554,,205,305.0,Waiting for Treatment,,195.0,1.0
9301,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,18.0,554,,205,305.0,Waiting for Treatment,,185.0,1.0
9302,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,19.0,554,,205,305.0,Waiting for Treatment,,175.0,1.0
9303,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,20.0,554,,205,305.0,Waiting for Treatment,,165.0,1.0
9304,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,21.0,554,,205,305.0,Waiting for Treatment,,155.0,1.0
9305,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,22.0,554,,205,305.0,Waiting for Treatment,,145.0,1.0
9306,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,23.0,554,,205,305.0,Waiting for Treatment,,135.0,1.0
9307,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,24.0,554,,205,305.0,Waiting for Treatment,,125.0,1.0
9308,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,25.0,554,,205,305.0,Waiting for Treatment,,115.0,1.0
9309,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,26.0,554,,205,305.0,Waiting for Treatment,,105.0,1.0
9310,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,27.0,554,,205,305.0,Waiting for Treatment,,95.0,1.0
9311,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,28.0,554,,205,305.0,Waiting for Treatment,,85.0,1.0
9312,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,29.0,554,,205,305.0,Waiting for Treatment,,75.0,1.0
9313,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,30.0,554,,205,305.0,Waiting for Treatment,,65.0,1.0
9314,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,31.0,554,,205,335.0,Waiting for Treatment,,205.0,2.0
9315,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,32.0,554,,205,335.0,Waiting for Treatment,,195.0,2.0
9316,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,33.0,554,,205,335.0,Waiting for Treatment,,185.0,2.0
9317,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,34.0,554,,205,335.0,Waiting for Treatment,,175.0,2.0
9318,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,35.0,554,,205,335.0,Waiting for Treatment,,165.0,2.0
9319,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,36.0,554,,205,335.0,Waiting for Treatment,,155.0,2.0
9320,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,37.0,554,,205,335.0,Waiting for Treatment,,145.0,2.0
9321,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,38.0,554,,205,335.0,Waiting for Treatment,,135.0,2.0
9322,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,39.0,554,,205,335.0,Waiting for Treatment,,125.0,2.0
9323,295,89,2,queue,treatment_wait_begins,404.9496062434009,,1,40.0,554,,205,335.0,Waiting for Treatment,,115.0,2.0
9324,297,90,2,queue,treatment_wait_begins,406.8802625567264,,1,41.0,554,,205,335.0,Waiting for Treatment,,105.0,2.0
9325,299,91,2,queue,treatment_wait_begins,411.5550592296831,,1,42.0,554,,205,335.0,Waiting for Treatment,,95.0,2.0
9326,303,93,2,queue,treatment_wait_begins,422.0828587162822,,1,43.0,554,,205,335.0,Waiting for Treatment,,85.0,2.0
9327,305,94,2,queue,treatment_wait_begins,428.54263891348444,,1,44.0,554,,205,335.0,Waiting for Treatment,,75.0,2.0
9328,307,95,2,queue,treatment_wait_begins,430.18884989348794,,1,45.0,554,,205,335.0,Waiting for Treatment,,65.0,2.0
9329,309,96,2,queue,treatment_wait_begins,431.1918089653501,,1,46.0,554,19.0,205,365.0,Waiting for Treatment,,130.0,3.0
9335,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,1.0,556,,205,275.0,Waiting for Treatment,,205.0,0.0
9336,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,2.0,556,,205,275.0,Waiting for Treatment,,195.0,0.0
9337,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,3.0,556,,205,275.0,Waiting for Treatment,,185.0,0.0
9338,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,4.0,556,,205,275.0,Waiting for Treatment,,175.0,0.0
9339,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,5.0,556,,205,275.0,Waiting for Treatment,,165.0,0.0
9340,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,6.0,556,,205,275.0,Waiting for Treatment,,155.0,0.0
9341,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,7.0,556,,205,275.0,Waiting for Treatment,,145.0,0.0
9342,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,8.0,556,,205,275.0,Waiting for Treatment,,135.0,0.0
9343,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,9.0,556,,205,275.0,Waiting for Treatment,,125.0,0.0
9344,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,10.0,556,,205,275.0,Waiting for Treatment,,115.0,0.0
9345,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,11.0,556,,205,275.0,Waiting for Treatment,,105.0,0.0
9346,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,12.0,556,,205,275.0,Waiting for Treatment,,95.0,0.0
9347,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,13.0,556,,205,275.0,Waiting for Treatment,,85.0,0.0
9348,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,14.0,556,,205,275.0,Waiting for Treatment,,75.0,0.0
9349,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,15.0,556,,205,275.0,Waiting for Treatment,,65.0,0.0
9350,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,16.0,556,,205,305.0,Waiting for Treatment,,205.0,1.0
9351,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,17.0,556,,205,305.0,Waiting for Treatment,,195.0,1.0
9352,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,18.0,556,,205,305.0,Waiting for Treatment,,185.0,1.0
9353,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,19.0,556,,205,305.0,Waiting for Treatment,,175.0,1.0
9354,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,20.0,556,,205,305.0,Waiting for Treatment,,165.0,1.0
9355,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,21.0,556,,205,305.0,Waiting for Treatment,,155.0,1.0
9356,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,22.0,556,,205,305.0,Waiting for Treatment,,145.0,1.0
9357,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,23.0,556,,205,305.0,Waiting for Treatment,,135.0,1.0
9358,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,24.0,556,,205,305.0,Waiting for Treatment,,125.0,1.0
9359,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,25.0,556,,205,305.0,Waiting for Treatment,,115.0,1.0
9360,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,26.0,556,,205,305.0,Waiting for Treatment,,105.0,1.0
9361,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,27.0,556,,205,305.0,Waiting for Treatment,,95.0,1.0
9362,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,28.0,556,,205,305.0,Waiting for Treatment,,85.0,1.0
9363,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,29.0,556,,205,305.0,Waiting for Treatment,,75.0,1.0
9364,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,30.0,556,,205,305.0,Waiting for Treatment,,65.0,1.0
9365,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,31.0,556,,205,335.0,Waiting for Treatment,,205.0,2.0
9366,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,32.0,556,,205,335.0,Waiting for Treatment,,195.0,2.0
9367,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,33.0,556,,205,335.0,Waiting for Treatment,,185.0,2.0
9368,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,34.0,556,,205,335.0,Waiting for Treatment,,175.0,2.0
9369,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,35.0,556,,205,335.0,Waiting for Treatment,,165.0,2.0
9370,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,36.0,556,,205,335.0,Waiting for Treatment,,155.0,2.0
9371,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,37.0,556,,205,335.0,Waiting for Treatment,,145.0,2.0
9372,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,38.0,556,,205,335.0,Waiting for Treatment,,135.0,2.0
9373,295,89,2,queue,treatment_wait_begins,404.9496062434009,,1,39.0,556,,205,335.0,Waiting for Treatment,,125.0,2.0
9374,297,90,2,queue,treatment_wait_begins,406.8802625567264,,1,40.0,556,,205,335.0,Waiting for Treatment,,115.0,2.0
9375,299,91,2,queue,treatment_wait_begins,411.5550592296831,,1,41.0,556,,205,335.0,Waiting for Treatment,,105.0,2.0
9376,303,93,2,queue,treatment_wait_begins,422.0828587162822,,1,42.0,556,,205,335.0,Waiting for Treatment,,95.0,2.0
9377,305,94,2,queue,treatment_wait_begins,428.54263891348444,,1,43.0,556,,205,335.0,Waiting for Treatment,,85.0,2.0
9378,307,95,2,queue,treatment_wait_begins,430.18884989348794,,1,44.0,556,,205,335.0,Waiting for Treatment,,75.0,2.0
9379,309,96,2,queue,treatment_wait_begins,431.1918089653501,,1,45.0,556,,205,335.0,Waiting for Treatment,,65.0,2.0
9380,314,97,2,queue,treatment_wait_begins,433.84690701169285,,1,46.0,556,19.0,205,365.0,Waiting for Treatment,,130.0,3.0
9385,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,1.0,558,,205,275.0,Waiting for Treatment,,205.0,0.0
9386,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,2.0,558,,205,275.0,Waiting for Treatment,,195.0,0.0
9387,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,3.0,558,,205,275.0,Waiting for Treatment,,185.0,0.0
9388,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,4.0,558,,205,275.0,Waiting for Treatment,,175.0,0.0
9389,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,5.0,558,,205,275.0,Waiting for Treatment,,165.0,0.0
9390,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,6.0,558,,205,275.0,Waiting for Treatment,,155.0,0.0
9391,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,7.0,558,,205,275.0,Waiting for Treatment,,145.0,0.0
9392,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,8.0,558,,205,275.0,Waiting for Treatment,,135.0,0.0
9393,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,9.0,558,,205,275.0,Waiting for Treatment,,125.0,0.0
9394,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,10.0,558,,205,275.0,Waiting for Treatment,,115.0,0.0
9395,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,11.0,558,,205,275.0,Waiting for Treatment,,105.0,0.0
9396,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,12.0,558,,205,275.0,Waiting for Treatment,,95.0,0.0
9397,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,13.0,558,,205,275.0,Waiting for Treatment,,85.0,0.0
9398,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,14.0,558,,205,275.0,Waiting for Treatment,,75.0,0.0
9399,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,15.0,558,,205,275.0,Waiting for Treatment,,65.0,0.0
9400,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,16.0,558,,205,305.0,Waiting for Treatment,,205.0,1.0
9401,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,17.0,558,,205,305.0,Waiting for Treatment,,195.0,1.0
9402,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,18.0,558,,205,305.0,Waiting for Treatment,,185.0,1.0
9403,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,19.0,558,,205,305.0,Waiting for Treatment,,175.0,1.0
9404,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,20.0,558,,205,305.0,Waiting for Treatment,,165.0,1.0
9405,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,21.0,558,,205,305.0,Waiting for Treatment,,155.0,1.0
9406,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,22.0,558,,205,305.0,Waiting for Treatment,,145.0,1.0
9407,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,23.0,558,,205,305.0,Waiting for Treatment,,135.0,1.0
9408,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,24.0,558,,205,305.0,Waiting for Treatment,,125.0,1.0
9409,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,25.0,558,,205,305.0,Waiting for Treatment,,115.0,1.0
9410,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,26.0,558,,205,305.0,Waiting for Treatment,,105.0,1.0
9411,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,27.0,558,,205,305.0,Waiting for Treatment,,95.0,1.0
9412,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,28.0,558,,205,305.0,Waiting for Treatment,,85.0,1.0
9413,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,29.0,558,,205,305.0,Waiting for Treatment,,75.0,1.0
9414,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,30.0,558,,205,305.0,Waiting for Treatment,,65.0,1.0
9415,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,31.0,558,,205,335.0,Waiting for Treatment,,205.0,2.0
9416,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,32.0,558,,205,335.0,Waiting for Treatment,,195.0,2.0
9417,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,33.0,558,,205,335.0,Waiting for Treatment,,185.0,2.0
9418,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,34.0,558,,205,335.0,Waiting for Treatment,,175.0,2.0
9419,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,35.0,558,,205,335.0,Waiting for Treatment,,165.0,2.0
9420,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,36.0,558,,205,335.0,Waiting for Treatment,,155.0,2.0
9421,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,37.0,558,,205,335.0,Waiting for Treatment,,145.0,2.0
9422,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,38.0,558,,205,335.0,Waiting for Treatment,,135.0,2.0
9423,295,89,2,queue,treatment_wait_begins,404.9496062434009,,1,39.0,558,,205,335.0,Waiting for Treatment,,125.0,2.0
9424,297,90,2,queue,treatment_wait_begins,406.8802625567264,,1,40.0,558,,205,335.0,Waiting for Treatment,,115.0,2.0
9425,299,91,2,queue,treatment_wait_begins,411.5550592296831,,1,41.0,558,,205,335.0,Waiting for Treatment,,105.0,2.0
9426,303,93,2,queue,treatment_wait_begins,422.0828587162822,,1,42.0,558,,205,335.0,Waiting for Treatment,,95.0,2.0
9427,305,94,2,queue,treatment_wait_begins,428.54263891348444,,1,43.0,558,,205,335.0,Waiting for Treatment,,85.0,2.0
9428,307,95,2,queue,treatment_wait_begins,430.18884989348794,,1,44.0,558,,205,335.0,Waiting for Treatment,,75.0,2.0
9429,309,96,2,queue,treatment_wait_begins,431.1918089653501,,1,45.0,558,,205,335.0,Waiting for Treatment,,65.0,2.0
9430,314,97,2,queue,treatment_wait_begins,433.84690701169285,,1,46.0,558,20.0,205,365.0,Waiting for Treatment,,130.0,3.0
9436,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,1.0,560,,205,275.0,Waiting for Treatment,,205.0,0.0
9437,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,2.0,560,,205,275.0,Waiting for Treatment,,195.0,0.0
9438,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,3.0,560,,205,275.0,Waiting for Treatment,,185.0,0.0
9439,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,4.0,560,,205,275.0,Waiting for Treatment,,175.0,0.0
9440,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,5.0,560,,205,275.0,Waiting for Treatment,,165.0,0.0
9441,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,6.0,560,,205,275.0,Waiting for Treatment,,155.0,0.0
9442,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,7.0,560,,205,275.0,Waiting for Treatment,,145.0,0.0
9443,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,8.0,560,,205,275.0,Waiting for Treatment,,135.0,0.0
9444,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,9.0,560,,205,275.0,Waiting for Treatment,,125.0,0.0
9445,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,10.0,560,,205,275.0,Waiting for Treatment,,115.0,0.0
9446,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,11.0,560,,205,275.0,Waiting for Treatment,,105.0,0.0
9447,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,12.0,560,,205,275.0,Waiting for Treatment,,95.0,0.0
9448,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,13.0,560,,205,275.0,Waiting for Treatment,,85.0,0.0
9449,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,14.0,560,,205,275.0,Waiting for Treatment,,75.0,0.0
9450,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,15.0,560,,205,275.0,Waiting for Treatment,,65.0,0.0
9451,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,16.0,560,,205,305.0,Waiting for Treatment,,205.0,1.0
9452,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,17.0,560,,205,305.0,Waiting for Treatment,,195.0,1.0
9453,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,18.0,560,,205,305.0,Waiting for Treatment,,185.0,1.0
9454,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,19.0,560,,205,305.0,Waiting for Treatment,,175.0,1.0
9455,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,20.0,560,,205,305.0,Waiting for Treatment,,165.0,1.0
9456,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,21.0,560,,205,305.0,Waiting for Treatment,,155.0,1.0
9457,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,22.0,560,,205,305.0,Waiting for Treatment,,145.0,1.0
9458,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,23.0,560,,205,305.0,Waiting for Treatment,,135.0,1.0
9459,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,24.0,560,,205,305.0,Waiting for Treatment,,125.0,1.0
9460,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,25.0,560,,205,305.0,Waiting for Treatment,,115.0,1.0
9461,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,26.0,560,,205,305.0,Waiting for Treatment,,105.0,1.0
9462,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,27.0,560,,205,305.0,Waiting for Treatment,,95.0,1.0
9463,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,28.0,560,,205,305.0,Waiting for Treatment,,85.0,1.0
9464,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,29.0,560,,205,305.0,Waiting for Treatment,,75.0,1.0
9465,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,30.0,560,,205,305.0,Waiting for Treatment,,65.0,1.0
9466,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,31.0,560,,205,335.0,Waiting for Treatment,,205.0,2.0
9467,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,32.0,560,,205,335.0,Waiting for Treatment,,195.0,2.0
9468,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,33.0,560,,205,335.0,Waiting for Treatment,,185.0,2.0
9469,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,34.0,560,,205,335.0,Waiting for Treatment,,175.0,2.0
9470,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,35.0,560,,205,335.0,Waiting for Treatment,,165.0,2.0
9471,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,36.0,560,,205,335.0,Waiting for Treatment,,155.0,2.0
9472,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,37.0,560,,205,335.0,Waiting for Treatment,,145.0,2.0
9473,295,89,2,queue,treatment_wait_begins,404.9496062434009,,1,38.0,560,,205,335.0,Waiting for Treatment,,135.0,2.0
9474,297,90,2,queue,treatment_wait_begins,406.8802625567264,,1,39.0,560,,205,335.0,Waiting for Treatment,,125.0,2.0
9475,299,91,2,queue,treatment_wait_begins,411.5550592296831,,1,40.0,560,,205,335.0,Waiting for Treatment,,115.0,2.0
9476,303,93,2,queue,treatment_wait_begins,422.0828587162822,,1,41.0,560,,205,335.0,Waiting for Treatment,,105.0,2.0
9477,305,94,2,queue,treatment_wait_begins,428.54263891348444,,1,42.0,560,,205,335.0,Waiting for Treatment,,95.0,2.0
9478,307,95,2,queue,treatment_wait_begins,430.18884989348794,,1,43.0,560,,205,335.0,Waiting for Treatment,,85.0,2.0
9479,309,96,2,queue,treatment_wait_begins,431.1918089653501,,1,44.0,560,,205,335.0,Waiting for Treatment,,75.0,2.0
9480,314,97,2,queue,treatment_wait_begins,433.84690701169285,,1,45.0,560,,205,335.0,Waiting for Treatment,,65.0,2.0
9481,316,98,2,queue,treatment_wait_begins,435.3710613607267,,1,46.0,560,19.0,205,365.0,Waiting for Treatment,,130.0,3.0
9486,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,1.0,562,,205,275.0,Waiting for Treatment,,205.0,0.0
9487,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,2.0,562,,205,275.0,Waiting for Treatment,,195.0,0.0
9488,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,3.0,562,,205,275.0,Waiting for Treatment,,185.0,0.0
9489,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,4.0,562,,205,275.0,Waiting for Treatment,,175.0,0.0
9490,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,5.0,562,,205,275.0,Waiting for Treatment,,165.0,0.0
