,index,patient,pathway,event_type,event,time,resource_id,run,rank,snapshot_time,additional,x,y,label,resource
8852,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,19.0,536,,205,275,Waiting for Treatment,
8853,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,20.0,536,,205,275,Waiting for Treatment,
8854,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,21.0,536,,205,275,Waiting for Treatment,
8855,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,22.0,536,,205,275,Waiting for Treatment,
8856,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,23.0,536,,205,275,Waiting for Treatment,
8857,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,24.0,536,,205,275,Waiting for Treatment,
8858,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,25.0,536,,205,275,Waiting for Treatment,
8859,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,26.0,536,,205,275,Waiting for Treatment,
8860,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,27.0,536,,205,275,Waiting for Treatment,
8861,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,28.0,536,,205,275,Waiting for Treatment,
8862,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,29.0,536,,205,275,Waiting for Treatment,
8863,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,30.0,536,,205,275,Waiting for Treatment,
8864,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,31.0,536,,205,275,Waiting for Treatment,
8865,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,32.0,536,,205,275,Waiting for Treatment,
8866,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,33.0,536,,205,275,Waiting for Treatment,
8867,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,34.0,536,,205,275,Waiting for Treatment,
8868,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,35.0,536,,205,275,Waiting for Treatment,
8869,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,36.0,536,,205,275,Waiting for Treatment,
8870,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,37.0,536,,205,275,Waiting for Treatment,
8871,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,38.0,536,,205,275,Waiting for Treatment,
8872,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,39.0,536,,205,275,Waiting for Treatment,
8873,295,89,2,queue,treatment_wait_begins,404.9496062434009,,1,40.0,536,,205,275,Waiting for Treatment,
8874,297,90,2,queue,treatment_wait_begins,406.8802625567264,,1,41.0,536,,205,275,Waiting for Treatment,
8875,299,91,2,queue,treatment_wait_begins,411.5550592296831,,1,42.0,536,,205,275,Waiting for Treatment,
8876,303,93,2,queue,treatment_wait_begins,422.0828587162822,,1,43.0,536,,205,275,Waiting for Treatment,
8877,305,94,2,queue,treatment_wait_begins,428.54263891348444,,1,44.0,536,,205,275,Waiting for Treatment,
8878,307,95,2,queue,treatment_wait_begins,430.18884989348794,,1,45.0,536,,205,275,Waiting for Treatment,
8879,309,96,2,queue,treatment_wait_begins,431.1918089653501,,1,46.0,536,17.0,205,275,Waiting for Treatment,
8884,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,1.0,538,,205,275,Waiting for Treatment,
8885,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,2.0,538,,205,275,Waiting for Treatment,
8886,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,3.0,538,,205,275,Waiting for Treatment,
8887,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,4.0,538,,205,275,Waiting for Treatment,
8888,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,5.0,538,,205,275,Waiting for Treatment,
8889,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,6.0,538,,205,275,Waiting for Treatment,
8890,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,7.0,538,,205,275,Waiting for Treatment,
8891,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,8.0,538,,205,275,Waiting for Treatment,
8892,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,9.0,538,,205,275,Waiting for Treatment,
8893,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,10.0,538,,205,275,Waiting for Treatment,
8894,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,11.0,538,,205,275,Waiting for Treatment,
8895,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,12.0,538,,205,275,Waiting for Treatment,
8896,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,13.0,538,,205,275,Waiting for Treatment,
8897,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,14.0,538,,205,275,Waiting for Treatment,
8898,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,15.0,538,,205,275,Waiting for Treatment,
8899,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,16.0,538,,205,275,Waiting for Treatment,
8900,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,17.0,538,,205,275,Waiting for Treatment,
8901,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,18.0,538,,205,275,Waiting for Treatment,
8902,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,19.0,538,,205,275,Waiting for Treatment,
8903,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,20.0,538,,205,275,Waiting for Treatment,
8904,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,21.0,538,,205,275,Waiting for Treatment,
8905,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,22.0,538,,205,275,Waiting for Treatment,
8906,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,23.0,538,,205,275,Waiting for Treatment,
8907,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,24.0,538,,205,275,Waiting for Treatment,
8908,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,25.0,538,,205,275,Waiting for Treatment,
8909,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,26.0,538,,205,275,Waiting for Treatment,
8910,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,27.0,538,,205,275,Waiting for Treatment,
8911,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,28.0,538,,205,275,Waiting for Treatment,
8912,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,29.0,538,,205,275,Waiting for Treatment,
8913,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,30.0,538,,205,275,Waiting for Treatment,
8914,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,31.0,538,,205,275,Waiting for Treatment,
8915,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,32.0,538,,205,275,Waiting for Treatment,
8916,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,33.0,538,,205,275,Waiting for Treatment,
8917,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,34.0,538,,205,275,Waiting for Treatment,
8918,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,35.0,538,,205,275,Waiting for Treatment,
8919,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,36.0,538,,205,275,Waiting for Treatment,
8920,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,37.0,538,,205,275,Waiting for Treatment,
8921,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,38.0,538,,205,275,Waiting for Treatment,
8922,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,39.0,538,,205,275,Waiting for Treatment,
8923,295,89,2,queue,treatment_wait_begins,404.9496062434009,,1,40.0,538,,205,275,Waiting for Treatment,
8924,297,90,2,queue,treatment_wait_begins,406.8802625567264,,1,41.0,538,,205,275,Waiting for Treatment,
8925,299,91,2,queue,treatment_wait_begins,411.5550592296831,,1,42.0,538,,205,275,Waiting for Treatment,
8926,303,93,2,queue,treatment_wait_begins,422.0828587162822,,1,43.0,538,,205,275,Waiting for Treatment,
8927,305,94,2,queue,treatment_wait_begins,428.54263891348444,,1,44.0,538,,205,275,Waiting for Treatment,
8928,307,95,2,queue,treatment_wait_begins,430.18884989348794,,1,45.0,538,,205,275,Waiting for Treatment,
8929,309,96,2,queue,treatment_wait_begins,431.1918089653501,,1,46.0,538,17.0,205,275,Waiting for Treatment,
8934,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,1.0,540,,205,275,Waiting for Treatment,
8935,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,2.0,540,,205,275,Waiting for Treatment,
8936,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,3.0,540,,205,275,Waiting for Treatment,
8937,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,4.0,540,,205,275,Waiting for Treatment,
8938,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,5.0,540,,205,275,Waiting for Treatment,
8939,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,6.0,540,,205,275,Waiting for Treatment,
8940,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,7.0,540,,205,275,Waiting for Treatment,
8941,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,8.0,540,,205,275,Waiting for Treatment,
8942,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,9.0,540,,205,275,Waiting for Treatment,
8943,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,10.0,540,,205,275,Waiting for Treatment,
8944,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,11.0,540,,205,275,Waiting for Treatment,
8945,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,12.0,540,,205,275,Waiting for Treatment,
8946,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,13.0,540,,205,275,Waiting for Treatment,
8947,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,14.0,540,,205,275,Waiting for Treatment,
8948,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,15.0,540,,205,275,Waiting for Treatment,
8949,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,16.0,540,,205,275,Waiting for Treatment,
8950,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,17.0,540,,205,275,Waiting for Treatment,
8951,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,18.0,540,,205,275,Waiting for Treatment,
8952,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,19.0,540,,205,275,Waiting for Treatment,
8953,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,20.0,540,,205,275,Waiting for Treatment,
8954,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,21.0,540,,205,275,Waiting for Treatment,
8955,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,22.0,540,,205,275,Waiting for Treatment,
8956,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,23.0,540,,205,275,Waiting for Treatment,
8957,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,24.0,540,,205,275,Waiting for Treatment,
8958,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,25.0,540,,205,275,Waiting for Treatment,
8959,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,26.0,540,,205,275,Waiting for Treatment,
8960,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,27.0,540,,205,275,Waiting for Treatment,
8961,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,28.0,540,,205,275,Waiting for Treatment,
8962,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,29.0,540,,205,275,Waiting for Treatment,
8963,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,30.0,540,,205,275,Waiting for Treatment,
8964,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,31.0,540,,205,275,Waiting for Treatment,
8965,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,32.0,540,,205,275,Waiting for Treatment,
8966,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,33.0,540,,205,275,Waiting for Treatment,
8967,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,34.0,540,,205,275,Waiting for Treatment,
8968,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,35.0,540,,205,275,Waiting for Treatment,
8969,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,36.0,540,,205,275,Waiting for Treatment,
8970,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,37.0,540,,205,275,Waiting for Treatment,
8971,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,38.0,540,,205,275,Waiting for Treatment,
8972,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,39.0,540,,205,275,Waiting for Treatment,
8973,295,89,2,queue,treatment_wait_begins,404.9496062434009,,1,40.0,540,,205,275,Waiting for Treatment,
8974,297,90,2,queue,treatment_wait_begins,406.8802625567264,,1,41.0,540,,205,275,Waiting for Treatment,
8975,299,91,2,queue,treatment_wait_begins,411.5550592296831,,1,42.0,540,,205,275,Waiting for Treatment,
8976,303,93,2,queue,treatment_wait_begins,422.0828587162822,,1,43.0,540,,205,275,Waiting for Treatment,
8977,305,94,2,queue,treatment_wait_begins,428.54263891348444,,1,44.0,540,,205,275,Waiting for Treatment,
8978,307,95,2,queue,treatment_wait_begins,430.18884989348794,,1,45.0,540,,205,275,Waiting for Treatment,
8979,309,96,2,queue,treatment_wait_begins,431.1918089653501,,1,46.0,540,17.0,205,275,Waiting for Treatment,
8984,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,1.0,542,,205,275,Waiting for Treatment,
8985,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,2.0,542,,205,275,Waiting for Treatment,
8986,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,3.0,542,,205,275,Waiting for Treatment,
8987,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,4.0,542,,205,275,Waiting for Treatment,
8988,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,5.0,542,,205,275,Waiting for Treatment,
8989,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,6.0,542,,205,275,Waiting for Treatment,
8990,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,7.0,542,,205,275,Waiting for Treatment,
8991,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,8.0,542,,205,275,Waiting for Treatment,
8992,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,9.0,542,,205,275,Waiting for Treatment,
8993,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,10.0,542,,205,275,Waiting for Treatment,
8994,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,11.0,542,,205,275,Waiting for Treatment,
8995,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,12.0,542,,205,275,Waiting for Treatment,
8996,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,13.0,542,,205,275,Waiting for Treatment,
8997,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,14.0,542,,205,275,Waiting for Treatment,
8998,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,15.0,542,,205,275,Waiting for Treatment,
8999,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,16.0,542,,205,275,Waiting for Treatment,
9000,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,17.0,542,,205,275,Waiting for Treatment,
9001,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,18.0,542,,205,275,Waiting for Treatment,
9002,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,19.0,542,,205,275,Waiting for Treatment,
9003,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,20.0,542,,205,275,Waiting for Treatment,
9004,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,21.0,542,,205,275,Waiting for Treatment,
9005,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,22.0,542,,205,275,Waiting for Treatment,
9006,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,23.0,542,,205,275,Waiting for Treatment,
9007,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,24.0,542,,205,275,Waiting for Treatment,
9008,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,25.0,542,,205,275,Waiting for Treatment,
9009,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,26.0,542,,205,275,Waiting for Treatment,
9010,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,27.0,542,,205,275,Waiting for Treatment,
9011,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,28.0,542,,205,275,Waiting for Treatment,
9012,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,29.0,542,,205,275,Waiting for Treatment,
9013,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,30.0,542,,205,275,Waiting for Treatment,
9014,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,31.0,542,,205,275,Waiting for Treatment,
9015,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,32.0,542,,205,275,Waiting for Treatment,
9016,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,33.0,542,,205,275,Waiting for Treatment,
9017,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,34.0,542,,205,275,Waiting for Treatment,
9018,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,35.0,542,,205,275,Waiting for Treatment,
9019,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,36.0,542,,205,275,Waiting for Treatment,
9020,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,37.0,542,,205,275,Waiting for Treatment,
9021,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,38.0,542,,205,275,Waiting for Treatment,
9022,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,39.0,542,,205,275,Waiting for Treatment,
9023,295,89,2,queue,treatment_wait_begins,404.9496062434009,,1,40.0,542,,205,275,Waiting for Treatment,
9024,297,90,2,queue,treatment_wait_begins,406.8802625567264,,1,41.0,542,,205,275,Waiting for Treatment,
9025,299,91,2,queue,treatment_wait_begins,411.5550592296831,,1,42.0,542,,205,275,Waiting for Treatment,
9026,303,93,2,queue,treatment_wait_begins,422.0828587162822,,1,43.0,542,,205,275,Waiting for Treatment,
9027,305,94,2,queue,treatment_wait_begins,428.54263891348444,,1,44.0,542,,205,275,Waiting for Treatment,
9028,307,95,2,queue,treatment_wait_begins,430.18884989348794,,1,45.0,542,,205,275,Waiting for Treatment,
9029,309,96,2,queue,treatment_wait_begins,431.1918089653501,,1,46.0,542,17.0,205,275,Waiting for Treatment,
9034,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,1.0,544,,205,275,Waiting for Treatment,
9035,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,2.0,544,,205,275,Waiting for Treatment,
9036,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,3.0,544,,205,275,Waiting for Treatment,
9037,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,4.0,544,,205,275,Waiting for Treatment,
9038,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,5.0,544,,205,275,Waiting for Treatment,
9039,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,6.0,544,,205,275,Waiting for Treatment,
9040,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,7.0,544,,205,275,Waiting for Treatment,
9041,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,8.0,544,,205,275,Waiting for Treatment,
9042,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,9.0,544,,205,275,Waiting for Treatment,
9043,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,10.0,544,,205,275,Waiting for Treatment,
9044,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,11.0,544,,205,275,Waiting for Treatment,
9045,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,12.0,544,,205,275,Waiting for Treatment,
9046,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,13.0,544,,205,275,Waiting for Treatment,
9047,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,14.0,544,,205,275,Waiting for Treatment,
9048,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,15.0,544,,205,275,Waiting for Treatment,
9049,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,16.0,544,,205,275,Waiting for Treatment,
9050,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,17.0,544,,205,275,Waiting for Treatment,
9051,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,18.0,544,,205,275,Waiting for Treatment,
9052,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,19.0,544,,205,275,Waiting for Treatment,
9053,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,20.0,544,,205,275,Waiting for Treatment,
9054,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,21.0,544,,205,275,Waiting for Treatment,
9055,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,22.0,544,,205,275,Waiting for Treatment,
9056,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,23.0,544,,205,275,Waiting for Treatment,
9057,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,24.0,544,,205,275,Waiting for Treatment,
9058,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,25.0,544,,205,275,Waiting for Treatment,
9059,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,26.0,544,,205,275,Waiting for Treatment,
9060,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,27.0,544,,205,275,Waiting for Treatment,
9061,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,28.0,544,,205,275,Waiting for Treatment,
9062,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,29.0,544,,205,275,Waiting for Treatment,
9063,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,30.0,544,,205,275,Waiting for Treatment,
9064,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,31.0,544,,205,275,Waiting for Treatment,
9065,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,32.0,544,,205,275,Waiting for Treatment,
9066,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,33.0,544,,205,275,Waiting for Treatment,
9067,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,34.0,544,,205,275,Waiting for Treatment,
9068,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,35.0,544,,205,275,Waiting for Treatment,
9069,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,36.0,544,,205,275,Waiting for Treatment,
9070,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,37.0,544,,205,275,Waiting for Treatment,
9071,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,38.0,544,,205,275,Waiting for Treatment,
9072,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,39.0,544,,205,275,Waiting for Treatment,
9073,295,89,2,queue,treatment_wait_begins,404.9496062434009,,1,40.0,544,,205,275,Waiting for Treatment,
9074,297,90,2,queue,treatment_wait_begins,406.8802625567264,,1,41.0,544,,205,275,Waiting for Treatment,
9075,299,91,2,queue,treatment_wait_begins,411.5550592296831,,1,42.0,544,,205,275,Waiting for Treatment,
9076,303,93,2,queue,treatment_wait_begins,422.0828587162822,,1,43.0,544,,205,275,Waiting for Treatment,
9077,305,94,2,queue,treatment_wait_begins,428.54263891348444,,1,44.0,544,,205,275,Waiting for Treatment,
9078,307,95,2,queue,treatment_wait_begins,430.18884989348794,,1,45.0,544,,205,275,Waiting for Treatment,
9079,309,96,2,queue,treatment_wait_begins,431.1918089653501,,1,46.0,544,18.0,205,275,Waiting for Treatment,
9084,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,1.0,546,,205,275,Waiting for Treatment,
9085,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,2.0,546,,205,275,Waiting for Treatment,
9086,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,3.0,546,,205,275,Waiting for Treatment,
9087,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,4.0,546,,205,275,Waiting for Treatment,
9088,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,5.0,546,,205,275,Waiting for Treatment,
9089,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,6.0,546,,205,275,Waiting for Treatment,
9090,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,7.0,546,,205,275,Waiting for Treatment,
9091,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,8.0,546,,205,275,Waiting for Treatment,
9092,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,9.0,546,,205,275,Waiting for Treatment,
9093,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,10.0,546,,205,275,Waiting for Treatment,
9094,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,11.0,546,,205,275,Waiting for Treatment,
9095,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,12.0,546,,205,275,Waiting for Treatment,
9096,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,13.0,546,,205,275,Waiting for Treatment,
9097,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,14.0,546,,205,275,Waiting for Treatment,
9098,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,15.0,546,,205,275,Waiting for Treatment,
9099,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,16.0,546,,205,275,Waiting for Treatment,
9100,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,17.0,546,,205,275,Waiting for Treatment,
9101,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,18.0,546,,205,275,Waiting for Treatment,
9102,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,19.0,546,,205,275,Waiting for Treatment,
9103,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,20.0,546,,205,275,Waiting for Treatment,
9104,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,21.0,546,,205,275,Waiting for Treatment,
9105,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,22.0,546,,205,275,Waiting for Treatment,
9106,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,23.0,546,,205,275,Waiting for Treatment,
9107,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,24.0,546,,205,275,Waiting for Treatment,
9108,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,25.0,546,,205,275,Waiting for Treatment,
9109,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,26.0,546,,205,275,Waiting for Treatment,
9110,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,27.0,546,,205,275,Waiting for Treatment,
9111,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,28.0,546,,205,275,Waiting for Treatment,
9112,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,29.0,546,,205,275,Waiting for Treatment,
9113,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,30.0,546,,205,275,Waiting for Treatment,
9114,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,31.0,546,,205,275,Waiting for Treatment,
9115,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,32.0,546,,205,275,Waiting for Treatment,
9116,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,33.0,546,,205,275,Waiting for Treatment,
9117,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,34.0,546,,205,275,Waiting for Treatment,
9118,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,35.0,546,,205,275,Waiting for Treatment,
9119,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,36.0,546,,205,275,Waiting for Treatment,
9120,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,37.0,546,,205,275,Waiting for Treatment,
9121,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,38.0,546,,205,275,Waiting for Treatment,
9122,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,39.0,546,,205,275,Waiting for Treatment,
9123,295,89,2,queue,treatment_wait_begins,404.9496062434009,,1,40.0,546,,205,275,Waiting for Treatment,
9124,297,90,2,queue,treatment_wait_begins,406.8802625567264,,1,41.0,546,,205,275,Waiting for Treatment,
