,index,patient,pathway,event_type,event,time,resource_id,run,rank,snapshot_time,additional,x,y,label,resource
51,2,1,1,exit,depart,0.0,1.0,1,1.0,42,,270,70,Exit,
68,5,2,2,exit,depart,12.021043019829973,2.0,1,1.0,48,,270,70,Exit,
127,8,3,2,exit,depart,23.70199129895224,3.0,1,1.0,68,,270,70,Exit,
149,18,5,2,exit,depart,41.22601356669928,1.0,1,1.0,74,,270,70,Exit,
183,11,4,2,exit,depart,35.625796298323515,4.0,1,1.0,82,,270,70,Exit,
184,23,6,2,exit,depart,46.891253581909204,2.0,1,2.0,82,,270,70,Exit,
318,28,7,2,exit,depart,67.28077406655834,3.0,1,1.0,108,,270,70,Exit,
347,35,9,1,exit,depart,72.35665649200652,1.0,1,1.0,112,,270,70,Exit,
392,47,8,2,exit,depart,80.6414226555737,2.0,1,1.0,118,,270,70,Exit,
407,44,10,1,exit,depart,80.24848909995538,4.0,1,1.0,120,,270,70,Exit,
697,66,14,1,exit,depart,107.60875370936559,3.0,1,1.0,152,,270,70,Exit,
745,69,20,1,exit,depart,110.51521835406044,1.0,1,1.0,156,,270,70,Exit,
770,76,21,1,exit,depart,116.33282776713702,2.0,1,1.0,158,,270,70,Exit,
870,79,11,2,exit,depart,119.8566567640836,4.0,1,1.0,166,,270,70,Exit,
1206,109,12,2,exit,depart,154.2426115557411,1.0,1,1.0,190,,270,70,Exit,
1267,104,27,1,exit,depart,151.89288091863907,3.0,1,1.0,194,,270,70,Exit,
1328,114,36,1,exit,depart,156.3516230782147,2.0,1,1.0,198,,270,70,Exit,
1388,123,13,2,exit,depart,165.5287157863366,4.0,1,1.0,202,,270,70,Exit,
1944,143,43,1,exit,depart,193.96308146336526,3.0,1,1.0,234,,270,70,Exit,
1981,138,40,1,exit,depart,189.9062580756693,1.0,1,1.0,236,,270,70,Exit,
2017,146,15,2,exit,depart,197.907654145809,2.0,1,1.0,238,,270,70,Exit,
2018,151,16,2,exit,depart,200.75284436160058,4.0,1,2.0,238,,270,70,Exit,
2721,173,18,2,exit,depart,234.18516005122223,1.0,1,1.0,274,,270,70,Exit,
2763,176,19,2,exit,depart,236.69558253423583,2.0,1,1.0,276,,270,70,Exit,
2764,179,22,2,exit,depart,237.21740575373775,4.0,1,2.0,276,,270,70,Exit,
2843,170,17,2,exit,depart,233.40821948692576,3.0,1,1.0,280,,270,70,Exit,
3546,200,57,1,exit,depart,273.1198644749171,1.0,1,1.0,316,,270,70,Exit,
3547,203,61,1,exit,depart,274.325287938145,2.0,1,2.0,316,,270,70,Exit,
3587,206,23,2,exit,depart,275.2058178030438,4.0,1,1.0,318,,270,70,Exit,
3666,209,24,2,exit,depart,279.6254685109471,3.0,1,1.0,322,,270,70,Exit,
4351,221,26,2,exit,depart,315.86421229409024,2.0,1,1.0,354,,270,70,Exit,
4398,224,28,2,exit,depart,316.9900519816555,4.0,1,1.0,356,,270,70,Exit,
4444,233,29,2,exit,depart,321.50391899214605,3.0,1,1.0,358,,270,70,Exit,
4666,218,25,2,exit,depart,315.53088597047247,1.0,1,1.0,368,,270,70,Exit,
5365,250,72,1,exit,depart,353.5967301978835,2.0,1,2.0,398,,270,70,Exit,
5364,256,30,2,exit,depart,357.37027837937836,3.0,1,1.0,398,,270,70,Exit,
5416,253,73,1,exit,depart,354.2286216557717,4.0,1,1.0,400,,270,70,Exit,
5517,261,78,1,exit,depart,367.35193108649406,1.0,1,1.0,404,,270,70,Exit,
6268,282,31,2,exit,depart,396.45191071385847,2.0,1,1.0,434,,270,70,Exit,
6419,285,32,2,exit,depart,396.50222181208954,3.0,1,1.0,440,,270,70,Exit,
6520,288,33,2,exit,depart,399.91052623913504,4.0,1,1.0,444,,270,70,Exit,
6571,293,34,2,exit,depart,403.1006558643084,1.0,1,1.0,446,,270,70,Exit,
7172,312,92,1,exit,depart,432.27047862841533,2.0,1,1.0,470,,270,70,Exit,
7473,323,35,2,exit,depart,439.54250294568897,3.0,1,1.0,482,,270,70,Exit,
7524,326,37,2,exit,depart,443.4502736642007,4.0,1,1.0,484,,270,70,Exit,
7625,329,38,2,exit,depart,445.56898722159673,1.0,1,1.0,488,,270,70,Exit,
8276,336,101,1,exit,depart,468.8051197255543,2.0,1,1.0,514,,270,70,Exit,
8477,343,104,1,exit,depart,480.39774410631543,3.0,1,1.0,522,,270,70,Exit,
8628,346,39,2,exit,depart,483.7222797172585,4.0,1,1.0,528,,270,70,Exit,
8629,351,41,2,exit,depart,486.35574841702277,1.0,1,2.0,528,,270,70,Exit,
9330,364,42,2,exit,depart,513.0453259889181,2.0,1,1.0,556,,270,70,Exit,
9431,380,115,1,exit,depart,526.3822599668748,1.0,1,1.0,560,,270,70,Exit,
9583,375,113,1,exit,depart,521.2094333460852,3.0,1,2.0,566,,270,70,Exit,
9582,383,44,2,exit,depart,526.9146053453272,4.0,1,1.0,566,,270,70,Exit,
10234,394,45,2,exit,depart,554.1913498305421,2.0,1,1.0,592,,270,70,Exit,
10385,401,46,2,exit,depart,559.4873956191101,1.0,1,1.0,598,,270,70,Exit,
0,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,0,,205,175,Being Treated,n_cubicles
1,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,2,,205,175,Being Treated,n_cubicles
2,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,4,,205,175,Being Treated,n_cubicles
3,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,6,,205,175,Being Treated,n_cubicles
4,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,8,,205,175,Being Treated,n_cubicles
5,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,10,,205,175,Being Treated,n_cubicles
6,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,12,,205,175,Being Treated,n_cubicles
7,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,14,,205,175,Being Treated,n_cubicles
8,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,14,,205,175,Being Treated,n_cubicles
9,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,16,,205,175,Being Treated,n_cubicles
10,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,16,,205,175,Being Treated,n_cubicles
11,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,18,,205,175,Being Treated,n_cubicles
12,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,18,,205,175,Being Treated,n_cubicles
13,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,20,,205,175,Being Treated,n_cubicles
14,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,20,,205,175,Being Treated,n_cubicles
15,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,22,,205,175,Being Treated,n_cubicles
16,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,22,,205,175,Being Treated,n_cubicles
17,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,24,,205,175,Being Treated,n_cubicles
18,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,24,,205,175,Being Treated,n_cubicles
19,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,3.0,24,,205,175,Being Treated,n_cubicles
20,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,26,,205,175,Being Treated,n_cubicles
21,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,26,,205,175,Being Treated,n_cubicles
22,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,3.0,26,,205,175,Being Treated,n_cubicles
23,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,28,,205,175,Being Treated,n_cubicles
24,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,28,,205,175,Being Treated,n_cubicles
25,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,3.0,28,,205,175,Being Treated,n_cubicles
26,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,30,,205,175,Being Treated,n_cubicles
27,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,30,,205,175,Being Treated,n_cubicles
28,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,3.0,30,,205,175,Being Treated,n_cubicles
29,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,32,,205,175,Being Treated,n_cubicles
30,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,32,,205,175,Being Treated,n_cubicles
31,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,3.0,32,,205,175,Being Treated,n_cubicles
32,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,34,,205,175,Being Treated,n_cubicles
33,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,34,,205,175,Being Treated,n_cubicles
34,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,3.0,34,,205,175,Being Treated,n_cubicles
35,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,36,,205,175,Being Treated,n_cubicles
36,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,36,,205,175,Being Treated,n_cubicles
37,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,3.0,36,,205,175,Being Treated,n_cubicles
38,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,4.0,36,,205,175,Being Treated,n_cubicles
39,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,38,,205,175,Being Treated,n_cubicles
40,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,38,,205,175,Being Treated,n_cubicles
41,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,3.0,38,,205,175,Being Treated,n_cubicles
42,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,4.0,38,,205,175,Being Treated,n_cubicles
45,2,1,1,resource_use,treatment_begins,0.0,1.0,1,1.0,40,,205,175,Being Treated,n_cubicles
46,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,2.0,40,,205,175,Being Treated,n_cubicles
47,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,3.0,40,,205,175,Being Treated,n_cubicles
48,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,4.0,40,,205,175,Being Treated,n_cubicles
52,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,1.0,42,,205,175,Being Treated,n_cubicles
53,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,2.0,42,,205,175,Being Treated,n_cubicles
54,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,3.0,42,,205,175,Being Treated,n_cubicles
55,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,4.0,42,,205,175,Being Treated,n_cubicles
57,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,1.0,44,,205,175,Being Treated,n_cubicles
58,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,2.0,44,,205,175,Being Treated,n_cubicles
59,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,3.0,44,,205,175,Being Treated,n_cubicles
60,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,4.0,44,,205,175,Being Treated,n_cubicles
62,5,2,2,resource_use,treatment_begins,12.021043019829973,2.0,1,1.0,46,,205,175,Being Treated,n_cubicles
63,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,2.0,46,,205,175,Being Treated,n_cubicles
64,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,3.0,46,,205,175,Being Treated,n_cubicles
65,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,4.0,46,,205,175,Being Treated,n_cubicles
69,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,1.0,48,,205,175,Being Treated,n_cubicles
70,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,2.0,48,,205,175,Being Treated,n_cubicles
71,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,3.0,48,,205,175,Being Treated,n_cubicles
72,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,4.0,48,,205,175,Being Treated,n_cubicles
74,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,1.0,50,,205,175,Being Treated,n_cubicles
75,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,2.0,50,,205,175,Being Treated,n_cubicles
76,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,3.0,50,,205,175,Being Treated,n_cubicles
77,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,4.0,50,,205,175,Being Treated,n_cubicles
79,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,1.0,52,,205,175,Being Treated,n_cubicles
80,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,2.0,52,,205,175,Being Treated,n_cubicles
81,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,3.0,52,,205,175,Being Treated,n_cubicles
82,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,4.0,52,,205,175,Being Treated,n_cubicles
85,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,1.0,54,,205,175,Being Treated,n_cubicles
86,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,2.0,54,,205,175,Being Treated,n_cubicles
87,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,3.0,54,,205,175,Being Treated,n_cubicles
88,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,4.0,54,,205,175,Being Treated,n_cubicles
91,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,1.0,56,,205,175,Being Treated,n_cubicles
92,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,2.0,56,,205,175,Being Treated,n_cubicles
93,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,3.0,56,,205,175,Being Treated,n_cubicles
94,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,4.0,56,,205,175,Being Treated,n_cubicles
97,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,1.0,58,,205,175,Being Treated,n_cubicles
98,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,2.0,58,,205,175,Being Treated,n_cubicles
99,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,3.0,58,,205,175,Being Treated,n_cubicles
100,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,4.0,58,,205,175,Being Treated,n_cubicles
103,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,1.0,60,,205,175,Being Treated,n_cubicles
104,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,2.0,60,,205,175,Being Treated,n_cubicles
105,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,3.0,60,,205,175,Being Treated,n_cubicles
106,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,4.0,60,,205,175,Being Treated,n_cubicles
109,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,1.0,62,,205,175,Being Treated,n_cubicles
110,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,2.0,62,,205,175,Being Treated,n_cubicles
111,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,3.0,62,,205,175,Being Treated,n_cubicles
112,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,4.0,62,,205,175,Being Treated,n_cubicles
115,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,1.0,64,,205,175,Being Treated,n_cubicles
116,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,2.0,64,,205,175,Being Treated,n_cubicles
117,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,3.0,64,,205,175,Being Treated,n_cubicles
118,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,4.0,64,,205,175,Being Treated,n_cubicles
121,8,3,2,resource_use,treatment_begins,23.70199129895224,3.0,1,1.0,66,,205,175,Being Treated,n_cubicles
122,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,2.0,66,,205,175,Being Treated,n_cubicles
123,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,3.0,66,,205,175,Being Treated,n_cubicles
124,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,4.0,66,,205,175,Being Treated,n_cubicles
128,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,1.0,68,,205,175,Being Treated,n_cubicles
129,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,2.0,68,,205,175,Being Treated,n_cubicles
130,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,3.0,68,,205,175,Being Treated,n_cubicles
131,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,4.0,68,,205,175,Being Treated,n_cubicles
135,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,1.0,70,,205,175,Being Treated,n_cubicles
136,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,2.0,70,,205,175,Being Treated,n_cubicles
137,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,3.0,70,,205,175,Being Treated,n_cubicles
138,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,4.0,70,,205,175,Being Treated,n_cubicles
142,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,1.0,72,,205,175,Being Treated,n_cubicles
143,18,5,2,resource_use,treatment_begins,41.22601356669928,1.0,1,2.0,72,,205,175,Being Treated,n_cubicles
144,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,3.0,72,,205,175,Being Treated,n_cubicles
145,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,4.0,72,,205,175,Being Treated,n_cubicles
150,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,1.0,74,,205,175,Being Treated,n_cubicles
151,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,2.0,74,,205,175,Being Treated,n_cubicles
152,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,3.0,74,,205,175,Being Treated,n_cubicles
153,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,4.0,74,,205,175,Being Treated,n_cubicles
158,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,1.0,76,,205,175,Being Treated,n_cubicles
159,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,2.0,76,,205,175,Being Treated,n_cubicles
160,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,3.0,76,,205,175,Being Treated,n_cubicles
161,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,4.0,76,,205,175,Being Treated,n_cubicles
166,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,1.0,78,,205,175,Being Treated,n_cubicles
167,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,2.0,78,,205,175,Being Treated,n_cubicles
168,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,3.0,78,,205,175,Being Treated,n_cubicles
169,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,4.0,78,,205,175,Being Treated,n_cubicles
174,11,4,2,resource_use,treatment_begins,35.625796298323515,4.0,1,1.0,80,,205,175,Being Treated,n_cubicles
175,23,6,2,resource_use,treatment_begins,46.891253581909204,2.0,1,2.0,80,,205,175,Being Treated,n_cubicles
176,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,3.0,80,,205,175,Being Treated,n_cubicles
177,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,4.0,80,,205,175,Being Treated,n_cubicles
185,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,82,,205,175,Being Treated,n_cubicles
186,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,82,,205,175,Being Treated,n_cubicles
187,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,82,,205,175,Being Treated,n_cubicles
188,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,82,,205,175,Being Treated,n_cubicles
192,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,84,,205,175,Being Treated,n_cubicles
193,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,84,,205,175,Being Treated,n_cubicles
194,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,84,,205,175,Being Treated,n_cubicles
195,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,84,,205,175,Being Treated,n_cubicles
199,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,86,,205,175,Being Treated,n_cubicles
200,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,86,,205,175,Being Treated,n_cubicles
201,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,86,,205,175,Being Treated,n_cubicles
202,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,86,,205,175,Being Treated,n_cubicles
206,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,88,,205,175,Being Treated,n_cubicles
207,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,88,,205,175,Being Treated,n_cubicles
208,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,88,,205,175,Being Treated,n_cubicles
209,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,88,,205,175,Being Treated,n_cubicles
214,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,90,,205,175,Being Treated,n_cubicles
215,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,90,,205,175,Being Treated,n_cubicles
216,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,90,,205,175,Being Treated,n_cubicles
217,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,90,,205,175,Being Treated,n_cubicles
223,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,92,,205,175,Being Treated,n_cubicles
224,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,92,,205,175,Being Treated,n_cubicles
225,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,92,,205,175,Being Treated,n_cubicles
226,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,92,,205,175,Being Treated,n_cubicles
232,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,94,,205,175,Being Treated,n_cubicles
233,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,94,,205,175,Being Treated,n_cubicles
234,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,94,,205,175,Being Treated,n_cubicles
235,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,94,,205,175,Being Treated,n_cubicles
241,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,96,,205,175,Being Treated,n_cubicles
242,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,96,,205,175,Being Treated,n_cubicles
243,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,96,,205,175,Being Treated,n_cubicles
244,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,96,,205,175,Being Treated,n_cubicles
251,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,98,,205,175,Being Treated,n_cubicles
252,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,98,,205,175,Being Treated,n_cubicles
253,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,98,,205,175,Being Treated,n_cubicles
254,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,98,,205,175,Being Treated,n_cubicles
263,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,100,,205,175,Being Treated,n_cubicles
264,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,100,,205,175,Being Treated,n_cubicles
265,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,100,,205,175,Being Treated,n_cubicles
266,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,100,,205,175,Being Treated,n_cubicles
276,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,102,,205,175,Being Treated,n_cubicles
277,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,102,,205,175,Being Treated,n_cubicles
278,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,102,,205,175,Being Treated,n_cubicles
279,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,102,,205,175,Being Treated,n_cubicles
289,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,104,,205,175,Being Treated,n_cubicles
290,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,104,,205,175,Being Treated,n_cubicles
291,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,104,,205,175,Being Treated,n_cubicles
292,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,104,,205,175,Being Treated,n_cubicles
303,28,7,2,resource_use,treatment_begins,67.28077406655834,3.0,1,1.0,106,,205,175,Being Treated,n_cubicles
304,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,2.0,106,,205,175,Being Treated,n_cubicles
305,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,3.0,106,,205,175,Being Treated,n_cubicles
306,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,4.0,106,,205,175,Being Treated,n_cubicles
319,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,1.0,108,,205,175,Being Treated,n_cubicles
320,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,2.0,108,,205,175,Being Treated,n_cubicles
321,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,3.0,108,,205,175,Being Treated,n_cubicles
322,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,4.0,108,,205,175,Being Treated,n_cubicles
333,35,9,1,resource_use,treatment_begins,72.35665649200652,1.0,1,1.0,110,,205,175,Being Treated,n_cubicles
334,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,2.0,110,,205,175,Being Treated,n_cubicles
335,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,3.0,110,,205,175,Being Treated,n_cubicles
336,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,4.0,110,,205,175,Being Treated,n_cubicles
348,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,1.0,112,,205,175,Being Treated,n_cubicles
349,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,2.0,112,,205,175,Being Treated,n_cubicles
350,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,3.0,112,,205,175,Being Treated,n_cubicles
351,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,4.0,112,,205,175,Being Treated,n_cubicles
362,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,1.0,114,,205,175,Being Treated,n_cubicles
363,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,2.0,114,,205,175,Being Treated,n_cubicles
364,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,3.0,114,,205,175,Being Treated,n_cubicles
365,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,4.0,114,,205,175,Being Treated,n_cubicles
377,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,1.0,116,,205,175,Being Treated,n_cubicles
378,47,8,2,resource_use,treatment_begins,80.6414226555737,2.0,1,2.0,116,,205,175,Being Treated,n_cubicles
379,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,3.0,116,,205,175,Being Treated,n_cubicles
